"__leidenCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","OP_A","OP_B","OP_check","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"128","1.8333333333333333","0.002113526570048309","0.5454545454545455","0.6666666666666666","4","2","false","DSPP","12.5","0","4","0",,"0","0","0.9652777777777778","false","0","DSPP","4","0.5208333333333334"
"10","1.7777777777777777","0.0","0.5625","1.0","2","2","false","TAC3","6.5","0","2","0","0","0","0","0.9135802469135802","false","0","TAC3","0","0.7222222222222222"
"212","0.0","0.0","0.0","0.0","0","0","true","TSSK6","0.0","0","0","0",,"0","0","Infinity","false","0","TSSK6","0","0.0"
"90","1.8387096774193548","9.67741935483871E-4","0.543859649122807","0.8","5","2","false","CARF","17.2","0","5",,"0","0","0","0.9729448491155046","false","0","CARF","4","0.5548387096774193"
"112","1.76","0.0011798941798941798","0.5681818181818182","0.8","6","2","false","NEDD1","15.5","0","6","0","0","0","0","0.9695999999999999","false","0","NEDD1","6","0.62"
"1","1.8205128205128205","0.004393754393754393","0.5492957746478874","0.42857142857142855","7","2","false","TFAP2A","14.142857142857142","0","7","0","0","0","0","0.9772079772079773","false","0","TFAP2A","28","0.3626373626373626"
"44","1.411764705882353","0.09338235294117646","0.7083333333333333","0.3333333333333333","10","2","false","SLC48A1","5.6","0","10","0","0","0","0","0.9757785467128028","false","0","SLC48A1","60","0.32941176470588235"
"123","1.8333333333333333","0.0","0.5454545454545455","1.0","2","2","false","ACOX3","11.5","0","2","0",,"0","0","0.9305555555555555","false","0","ACOX3","0","0.9583333333333334"
"56","0.0","0.0","0.0","0.0","0","0","true","PTGER1","0.0","0","0",,"0","0","0","Infinity","false","0","PTGER1","0","0.0"
"114","0.0","0.0","0.0","0.0","0","0","true","TRIT1","0.0","0","0","0","0","0","0","Infinity","false","0","TRIT1","0","0.0"
"1","1.3846153846153846","0.09188577193916628","0.7222222222222222","0.2427536231884058","24","2","false","FILIP1","10.291666666666666","0","24","0","0","0","0","0.9893162393162392","false","0","FILIP1","466","0.2638888888888889"
"152","1.5","0.0","0.6666666666666666","0.0","1","2","false","DAW1","2.0","0","1","0","0","0","0","0.75","false","0","DAW1","0","0.0"
"43","1.2777777777777777","0.0773653906006847","0.782608695652174","0.41025641025641024","13","2","false","ZNF638","8.23076923076923","0","13","0","0","0","0","0.9845679012345678","false","0","ZNF638","92","0.45726495726495725"
"175","0.0","0.0","0.0","0.0","0","0","true","CUX1","0.0","0","0","0","0","0","0","Infinity","false","0","CUX1","0","0.0"
"182","1.0","0.0","1.0","0.0","1","1","false","CCDC71","1.0","0","1","0",,"0","0","1.0","false","0","CCDC71","0","0.0"
"16","1.85","6.578947368421052E-4","0.5405405405405405","0.6666666666666666","3","2","false","ARHGAP11B","15.0","0","3","0","0","0","0","0.9574999999999999","false","0","ARHGAP11B","2","0.75"
"100","0.0","0.0","0.0","0.0","0","0","true","PDGFD","0.0","0","0","0","0","0","0","Infinity","false","0","PDGFD","0","0.0"
"129","1.6666666666666667","0.007080610021786492","0.6","0.6666666666666666","6","2","false","ZNF358","10.5","0","6","0","0","0","0","0.9629629629629629","false","0","ZNF358","10","0.5833333333333334"
"50","1.6","0.4","0.625","0.0","2","2","false","RSBN1","2.5","0","2","0","0","0","0","0.85","false","0","RSBN1","8","0.5"
"27","1.6923076923076923","0.003569097569097569","0.5909090909090909","0.75","8","2","false","NXPH1","14.875","0","8","0","0","0","0","0.9733727810650887","false","0","NXPH1","14","0.5721153846153846"
"138","2.0","0.0","0.5","0.0","1","3","false","FAM83H","3.0","0","1","0","0","0","0","0.6666666666666666","false","0","FAM83H","0","0.0"
"186","0.0","0.0","0.0","0.0","0","0","true","INTS5","0.0","0","0","0","0","0","0","Infinity","false","0","INTS5","0","0.0"
"112","1.48","0.04275244200244201","0.6756756756756757","0.358974358974359","13","2","false","EDDM3A","10.384615384615385","0","13","0","0","0","0","0.9808","false","0","EDDM3A","100","0.4153846153846154"
"36","0.0","0.0","0.0","0.0","0","0","true","OR7A2P","0.0","0","0",,"0","0","0","Infinity","false","0","OR7A2P","0","0.0"
"125","1.7142857142857142","0.011355311355311355","0.5833333333333334","0.5","4","2","false","FANCI","7.5","0","4","0","0","0","0","0.9489795918367347","false","0","FANCI","6","0.5357142857142857"
"1","1.8205128205128205","0.0023883673681244534","0.5492957746478874","0.5714285714285714","7","2","false","OR2A7","20.0","0","7","0","0","0","0","0.9772079772079773","false","0","OR2A7","18","0.5128205128205128"
"90","1.8709677419354838","0.0","0.5344827586206897","1.0","4","2","false","MKRN4P","24.5","0","4",,"0","0","0","0.9719042663891779","false","0","MKRN4P","0","0.7903225806451613"
"134","1.5555555555555556","0.041666666666666664","0.6428571428571428","0.5","4","2","false","ZNF839","4.5","0","4","0","0","0","0","0.9382716049382717","false","0","ZNF839","6","0.5"
"109","2.0","0.0","0.5","0.0","1","3","false","DEFB4B","2.0","0","1","0",,"0","0","0.5","false","0","DEFB4B","0","0.0"
"144","1.8125","0.004902715428903947","0.5517241379310345","0.4666666666666667","6","2","false","SULT1C3","15.166666666666666","0","6",,"0","0","0","0.9729166666666667","false","0","SULT1C3","56","0.4739583333333333"
"124","1.7777777777777777","0.0","0.5625","1.0","2","2","false","SCML1","6.0","0","2",,"0","0","0","0.9135802469135802","false","0","SCML1","0","0.6666666666666666"
"1","1.7435897435897436","0.01127775733038891","0.5735294117647058","0.3333333333333333","10","2","false","NRG1","12.4","0","10","0","0","0","0","0.9793447293447293","false","0","NRG1","68","0.31794871794871793"
"16","1.85","0.0","0.5405405405405405","1.0","3","2","false","FAM237B","14.0","0","3","0","0","0","0","0.9574999999999999","false","0","FAM237B","0","0.7"
"128","1.7083333333333333","0.008494363929146537","0.5853658536585367","0.6190476190476191","7","2","false","PAK4","11.142857142857142","0","7","0","0","0","0","0.9704861111111112","false","0","PAK4","16","0.4642857142857143"
"132","0.0","0.0","0.0","0.0","0","0","true","PDX1","0.0","0","0","0","0","0","0","Infinity","false","0","PDX1","0","0.0"
"72","1.75","0.0","0.5714285714285714","0.0","1","2","false","MFSD10","4.0","0","1","0","0","0","0","0.8125","false","0","MFSD10","0","0.0"
"1","1.9487179487179487","7.785736530675801E-4","0.5131578947368421","0.5","4","3","false","OR10H4","21.75","0","4","0","0","0","0","0.9736467236467237","false","0","OR10H4","6","0.5878378378378378"
"2","0.0","0.0","0.0","0.0","0","0","true","OR6C2","0.0","0","0","0","0","0","0","Infinity","false","0","OR6C2","0","0.0"
"65","1.0","1.0","1.0","0.0","2","1","false","TP63","1.0","0","2","0","0","0","0","1.0","false","0","TP63","2","0.0"
"144","1.375","0.14261681013521824","0.7272727272727273","0.06190476190476191","21","3","false","CROCC2","5.904761904761905","0","21","0","0","0","0","0.9875","false","0","CROCC2","506","0.21794871794871795"
"1","1.8974358974358974","0.0010563173518639104","0.5270270270270271","0.5","5","3","false","CALB2","22.2","0","5","0","0","0","0","0.975071225071225","false","0","CALB2","16","0.5842105263157895"
"89","1.65","0.02368421052631579","0.6060606060606061","0.47619047619047616","7","2","false","C6orf118","8.428571428571429","0","7","0","0","0","0","0.9675","false","0","C6orf118","22","0.42142857142857143"
"134","1.7777777777777777","0.0","0.5625","1.0","2","2","false","DMRTA2","6.5","0","2",,"0","0","0","0.9135802469135802","false","0","DMRTA2","0","0.7222222222222222"
"190","1.0","1.0","1.0","0.0","3","1","false","GTF2A1","1.0","0","3","0",,"0","0","1.0","false","0","GTF2A1","6","0.0"
"1","1.7692307692307692","0.006818427779526176","0.5652173913043479","0.4166666666666667","9","2","false","FAM166C","16.555555555555557","0","9","0",,"0","0","0.9786324786324787","false","0","FAM166C","68","0.42450142450142453"
"115","1.5769230769230769","0.023946275946275946","0.6341463414634146","0.3090909090909091","11","2","false","DNAAF1","10.454545454545455","0","11",,"0","0","0","0.977810650887574","false","0","DNAAF1","76","0.4020979020979021"
"213","0.0","0.0","0.0","0.0","2","0","true","FN1","0.0","0","1","1","1","1","0","Infinity","false","1","FN1","0","0.0"
"141","1.7","0.005555555555555556","0.5882352941176471","0.6666666666666666","3","2","false","STON1","7.333333333333333","0","3",,"0","0","0","0.93","false","0","STON1","2","0.7333333333333333"
"79","0.0","0.0","0.0","0.0","0","0","true","CTRB1","0.0","0","0",,"0","0","0","Infinity","false","0","CTRB1","0","0.0"
"44","1.4705882352941178","0.05906862745098039","0.6799999999999999","0.3888888888888889","9","2","false","CGN","6.222222222222222","0","9","0","0","0","0","0.9723183391003462","false","0","CGN","44","0.3660130718954248"
"44","1.8235294117647058","0.0012254901960784314","0.5483870967741935","0.6666666666666666","3","2","false","CDY1B","12.333333333333334","0","3",,"0","0","0","0.9515570934256055","false","0","CDY1B","2","0.7254901960784313"
"160","2.25","0.0","0.4444444444444444","0.0","1","3","false","FAM234A","2.0","0","1","0","0","0","0","0.5833333333333334","false","0","FAM234A","0","0.0"
"144","1.84375","9.152585765488991E-4","0.5423728813559322","0.7","5","2","false","TBCE","17.0","0","5",,"0","0","0","0.971875","false","0","TBCE","6","0.53125"
"112","1.64","0.005911172161172162","0.6097560975609756","0.6388888888888888","9","2","false","CFAP100","14.222222222222221","0","9","0","0","0","0","0.9743999999999999","false","0","CFAP100","26","0.5688888888888889"
"28","1.75","0.007575757575757576","0.5714285714285714","0.6666666666666666","3","2","false","RNF13","7.333333333333333","0","3","0","0","0","0","0.9375","false","0","RNF13","2","0.6111111111111112"
"187","1.8888888888888888","0.0","0.5294117647058824","0.0","1","2","false","GSX2","9.0","0","1",,"0","0","0","0.9012345679012346","false","0","GSX2","0","0.0"
"49","1.0","1.0","1.0","0.0","2","1","false","CEP57L1","1.0","0","2","0","0","0","0","1.0","false","0","CEP57L1","2","0.0"
"27","1.6923076923076923","0.0075091575091575085","0.5909090909090909","0.6071428571428571","8","2","false","ZMYM5","13.75","0","8","0","0","0","0","0.9733727810650887","false","0","ZMYM5","22","0.5288461538461539"
"214","0.0","0.0","0.0","0.0","0","0","true","IGLV1-50","0.0","0","0","0",,"0","0","Infinity","false","0","IGLV1-50","0","0.0"
"115","1.6538461538461537","0.008996447996447996","0.6046511627906977","0.5","9","2","false","SCN3B","12.333333333333334","0","9","0","0","0","0","0.9748520710059172","false","0","SCN3B","36","0.47435897435897434"
"124","1.7777777777777777","0.0","0.5625","1.0","2","2","false","ANKRD20A2P","6.0","0","2",,"0","0","0","0.9135802469135802","false","0","ANKRD20A2P","0","0.6666666666666666"
"134","1.5555555555555556","0.037037037037037035","0.6428571428571428","0.5","4","2","false","TPX2","4.75","0","4",,"0","0","0","0.9382716049382717","false","0","TPX2","6","0.5277777777777778"
"57","0.0","0.0","0.0","0.0","0","0","true","WNT1","0.0","0","0","0","0","0","0","Infinity","false","0","WNT1","0","0.0"
"5","1.8775510204081634","3.6103027502310594E-4","0.5326086956521738","0.7333333333333333","6","2","false","CYP26B1","29.333333333333332","0","6",,"0","0","0","0.98171768707483","false","0","CYP26B1","8","0.5986394557823129"
"189","1.0714285714285714","0.31868131868131866","0.9333333333333333","0.21794871794871795","13","2","false","SRRM2","3.923076923076923","0","13","0","0","0","0","0.9948979591836735","false","0","SRRM2","122","0.2802197802197802"
"6","1.6666666666666667","0.014727891156462588","0.6","0.47619047619047616","7","2","false","PRPF19","10.0","0","7","0","0","0","0","0.9487179487179488","false","0","PRPF19","30","0.47619047619047616"
"157","2.0","0.0","0.5","0.0","1","3","false","ABCB9","8.0","0","1","0","0","0","0","0.875","false","0","ABCB9","0","0.0"
"44","1.588235294117647","0.028431372549019604","0.6296296296296297","0.5238095238095238","7","2","false","REELD1","8.285714285714286","0","7","0",,"0","0","0.9653979238754324","false","0","REELD1","20","0.48739495798319327"
"123","1.6666666666666667","0.015151515151515152","0.6","0.6666666666666666","4","2","false","N4BP2L2","7.5","0","4","0","0","0","0","0.9444444444444445","false","0","N4BP2L2","4","0.625"
"34","1.25","0.6666666666666666","0.8","0.3333333333333333","3","2","false","DAZAP2","2.0","0","3","0","0","0","0","0.9166666666666666","false","0","DAZAP2","8","0.5555555555555556"
"37","0.0","0.0","0.0","0.0","0","0","true","SCRT2","0.0","0","0",,"0","0","0","Infinity","false","0","SCRT2","0","0.0"
"88","1.625","0.024758454106280192","0.6153846153846154","0.3055555555555556","9","2","false","GOLGA6B","8.222222222222221","0","9","0","0","0","0","0.9739583333333334","false","0","GOLGA6B","50","0.3425925925925926"
"63","1.6","0.15000000000000002","0.625","0.0","3","3","false","ST6GALNAC6","2.0","0","3","0","0","0","0","0.85","false","0","ST6GALNAC6","6","1.0"
"112","1.68","0.0044667277167277164","0.5952380952380952","0.6785714285714286","8","2","false","KCNA7","13.75","0","8","0","0","0","0","0.9728","false","0","KCNA7","18","0.55"
"16","1.8","0.003289473684210526","0.5555555555555556","0.6666666666666666","4","2","false","TRAV6","12.75","0","4","0","0","0","0","0.96","false","0","TRAV6","4","0.6375"
"5","1.7959183673469388","0.003757329270811898","0.5568181818181818","0.4888888888888889","10","2","false","MARCHF7","18.7","0","10","0","0","0","0","0.9834183673469389","false","0","MARCHF7","46","0.3816326530612245"
"112","1.32","0.06329100529100529","0.7575757575757576","0.4117647058823529","17","2","false","TMF1","10.705882352941176","0","17","0","0","0","0","0.9872","false","0","TMF1","160","0.42823529411764705"
"176","0.0","0.0","0.0","0.0","0","0","true","ALX4","0.0","0","0",,"0","0","0","Infinity","false","0","ALX4","0","0.0"
"27","1.0","0.2415483405483405","1.0","0.28","26","1","false","TPR","8.0","0","26","0",,"0","0","1.0","false","0","TPR","468","0.3076923076923077"
"6","1.7142857142857142","0.019314574314574316","0.5833333333333334","0.4666666666666667","6","2","false","HNRNPDL","9.0","0","6","0","0","0","0","0.9450549450549451","false","0","HNRNPDL","26","0.42857142857142855"
"104","1.25","0.8333333333333333","0.8","0.0","3","2","false","TRPC4AP","1.3333333333333333","0","3","0","0","0","0","0.9166666666666666","false","0","TRPC4AP","10","0.3333333333333333"
"216","0.0","0.0","0.0","0.0","0","0","true","IGHV1-69D","0.0","0","0","0","0","0","0","Infinity","false","0","IGHV1-69D","0","0.0"
"172","1.3333333333333333","0.6666666666666666","0.75","0.0","2","2","false","TRMU","1.5","0","2","0","0","0","0","0.8333333333333334","false","0","TRMU","4","0.5"
"66","1.75","0.0","0.5714285714285714","0.0","1","2","false","WNT7A","4.0","0","1","0","0","0","0","0.8125","false","0","WNT7A","0","0.0"
"83","1.0","0.8333333333333333","1.0","0.16666666666666666","4","1","false","CSGALNACT2","1.5","0","4","0","0","0","0","1.0","false","0","CSGALNACT2","10","0.5"
"47","1.3333333333333333","0.6666666666666666","0.75","0.0","2","2","false","NOCT","1.5","0","2","0","0","0","0","0.8333333333333334","false","0","NOCT","4","0.5"
"131","2.0","0.0","0.5","0.0","1","3","false","CLEC4M","3.0","0","1","0","0","0","0","0.6666666666666666","false","0","CLEC4M","0","0.0"
"5","1.816326530612245","0.001552935608585102","0.550561797752809","0.6666666666666666","9","2","false","ZNF449","27.0","0","9",,"0","0","0","0.9829931972789115","false","0","ZNF449","24","0.5510204081632653"
"128","1.75","0.005776972624798711","0.5714285714285714","0.6","6","2","false","ATMIN","11.666666666666666","0","6","0","0","0","0","0.96875","false","0","ATMIN","12","0.4861111111111111"
"172","1.3333333333333333","0.6666666666666666","0.75","0.0","2","2","false","FAM219B","1.5","0","2","0","0","0","0","0.8333333333333334","false","0","FAM219B","4","0.5"
"49","1.5","0.0","0.6666666666666666","0.0","1","2","false","IGKV3D-11","2.0","0","1","0","0","0","0","0.75","false","0","IGKV3D-11","0","0.0"
"128","1.625","0.0174358753163101","0.6153846153846154","0.5","9","2","false","ZNF48","11.0","0","9","0","0","0","0","0.9739583333333334","false","0","ZNF48","36","0.4583333333333333"
"126","1.8","0.0","0.5555555555555556","1.0","2","2","false","CERS4","7.0","0","2","0","0","0","0","0.9199999999999999","false","0","CERS4","0","0.7"
"191","1.5","0.0","0.6666666666666666","0.0","1","2","false","CCNE2","2.0","0","1","0","0","0","0","0.75","false","0","CCNE2","0","0.0"
"58","1.4285714285714286","0.42857142857142855","0.7","0.16666666666666666","4","2","false","PRKCSH","2.5","0","4","0","0","0","0","0.8928571428571428","false","0","PRKCSH","22","0.4"
"87","1.5714285714285714","0.03968253968253967","0.6363636363636364","0.6666666666666666","4","3","false","SLC25A13","4.0","0","4","0","0","0","0","0.8857142857142858","false","0","SLC25A13","4","0.6666666666666666"
"112","1.52","0.019243182743182742","0.6578947368421053","0.5454545454545454","12","2","false","RPL3","12.5","0","12","0","0","0","0","0.9792000000000001","false","0","RPL3","60","0.5"
"129","1.7777777777777777","8.169934640522876E-4","0.5625","0.8333333333333334","4","2","false","PPP1R8","12.5","0","4",,"0","0","0","0.95679012345679","false","0","PPP1R8","2","0.6944444444444444"
"88","1.8333333333333333","4.528985507246377E-4","0.5454545454545455","0.8333333333333334","4","2","false","IZUMO1","14.25","0","4",,"0","0","0","0.9652777777777778","false","0","IZUMO1","2","0.59375"
"133","1.6","0.0","0.625","1.0","2","2","false","ZNF716","3.5","0","2","0",,"0","0","0.8800000000000001","false","0","ZNF716","0","0.7"
"210","0.0","0.0","0.0","0.0","0","0","true","KLK1","0.0","0","0","0","0","0","0","Infinity","false","0","KLK1","0","0.0"
"1","1.8974358974358974","2.112896849738955E-4","0.5270270270270271","0.8333333333333334","4","2","false","GCA","19.75","0","4","0","0","0","0","0.975071225071225","false","0","GCA","4","0.5064102564102564"
"217","0.0","0.0","0.0","0.0","0","0","true","RNF225","0.0","0","0","0",,"0","0","Infinity","false","0","RNF225","0","0.0"
"3","0.0","0.0","0.0","0.0","0","0","true","MITD1","0.0","0","0","0","0","0","0","Infinity","false","0","MITD1","0","0.0"
"112","1.76","0.003902116402116402","0.5681818181818182","0.4666666666666667","6","2","false","ALDH18A1","14.0","0","6",,"0","0","0","0.9695999999999999","false","0","ALDH18A1","16","0.56"
"27","1.7692307692307692","0.0024590964590964592","0.5652173913043479","0.6666666666666666","6","2","false","ATP2C2","15.833333333333334","0","6","0","0","0","0","0.9704142011834319","false","0","ATP2C2","10","0.6089743589743589"
"112","1.76","0.0016335978835978835","0.5681818181818182","0.7333333333333333","6","2","false","TRAPPC14","15.666666666666666","0","6","0","0","0","0","0.9695999999999999","false","0","TRAPPC14","8","0.6266666666666667"
"143","1.5","0.0","0.6666666666666666","0.0","1","2","false","ALDH9A1","2.0","0","1","0","0","0","0","0.75","false","0","ALDH9A1","0","0.0"
"115","1.7692307692307692","0.005131868131868131","0.5652173913043479","0.5333333333333333","6","2","false","OR56A4","13.0","0","6",,"0","0","0","0.9704142011834319","false","0","OR56A4","14","0.5"
"16","1.75","0.0093859649122807","0.5714285714285714","0.5","5","2","false","PDCL2","10.2","0","5",,"0","0","0","0.9625","false","0","PDCL2","10","0.51"
"104","2.25","0.0","0.4444444444444444","0.0","1","3","false","CCDC166","2.0","0","1","0","0","0","0","0.5833333333333334","false","0","CCDC166","0","0.0"
"80","0.0","0.0","0.0","0.0","0","0","true","SP7","0.0","0","0",,"0","0","0","Infinity","false","0","SP7","0","0.0"
"144","1.8125","0.0060404497823641065","0.5517241379310345","0.4","6","2","false","RGR","14.666666666666666","0","6","0","0","0","0","0.9729166666666667","false","0","RGR","56","0.46774193548387094"
"87","1.4285714285714286","0.07936507936507935","0.7","0.6","5","3","false","CORO1C","3.8","0","5","0","0","0","0","0.9142857142857143","false","0","CORO1C","8","0.6333333333333333"
"76","1.3333333333333333","0.6666666666666666","0.75","0.0","2","2","false","ABI1","1.5","0","2","0","0","0","0","0.8333333333333334","false","0","ABI1","4","0.5"
"115","1.6923076923076923","0.01218803418803419","0.5909090909090909","0.32142857142857145","8","2","false","GTF2F1","11.125","0","8","0","0","0","0","0.9733727810650887","false","0","GTF2F1","38","0.42788461538461536"
"209","0.0","0.0","0.0","0.0","0","0","true","NKX6-3","0.0","0","0","0","0","0","0","Infinity","false","0","NKX6-3","0","0.0"
"128","1.8333333333333333","0.0010064412238325283","0.5454545454545455","0.6666666666666666","4","2","false","RTL5","15.25","0","4","0","0","0","0","0.9652777777777778","false","0","RTL5","4","0.6354166666666666"
"13","1.8888888888888888","0.0","0.5294117647058824","0.0","1","2","false","AMDHD2","9.0","0","1",,"0","0","0","0.9012345679012346","false","0","AMDHD2","0","0.0"
"115","1.8461538461538463","0.0020512820512820513","0.5416666666666666","0.6666666666666666","4","2","false","FRZB","15.0","0","4",,"0","0","0","0.9674556213017751","false","0","FRZB","4","0.5769230769230769"
"5","1.8979591836734695","2.1222075121358214E-4","0.5268817204301075","0.7","5","2","false","TCP11X1","31.4","0","5","0","0","0","0","0.9812925170068026","false","0","TCP11X1","6","0.6408163265306123"
"89","1.85","0.0","0.5405405405405405","1.0","3","2","false","RUFY2","11.666666666666666","0","3",,"0","0","0","0.9574999999999999","false","0","RUFY2","0","0.5833333333333334"
"10","1.8888888888888888","0.0","0.5294117647058824","0.0","1","2","false","LINC00208","9.0","0","1",,"0","0","0","0.9012345679012346","false","0","LINC00208","0","0.0"
"90","1.7741935483870968","0.0026276590792719823","0.5636363636363636","0.7142857142857143","7","2","false","GPR141","19.142857142857142","0","7",,"0","0","0","0.9750260145681582","false","0","GPR141","12","0.6175115207373272"
"206","0.0","0.0","0.0","0.0","0","0","true","PRAMEF27","0.0","0","0","0","0","0","0","Infinity","false","0","PRAMEF27","0","0.0"
"5","1.7142857142857142","0.008838111583737067","0.5833333333333334","0.4725274725274725","14","2","false","ZSCAN22","17.5","0","14","0","0","0","0","0.9851190476190476","false","0","ZSCAN22","96","0.35714285714285715"
"143","1.5","0.0","0.6666666666666666","0.0","1","2","false","ZFAND5","2.0","0","1","0","0","0","0","0.75","false","0","ZFAND5","0","0.0"
"135","2.0","0.0","0.5","0.0","1","3","false","B3GAT1","3.0","0","1",,"0","0","0","0.6666666666666666","false","0","B3GAT1","0","0.0"
"145","1.6363636363636365","0.02424242424242424","0.611111111111111","0.6666666666666666","4","2","false","SLC26A3","7.5","0","4",,"0","0","0","0.9363636363636363","false","0","SLC26A3","6","0.6818181818181818"
"112","1.84","0.0011574074074074073","0.5434782608695652","0.5","4","2","false","EFCAB13","16.0","0","4",,"0","0","0","0.9664","false","0","EFCAB13","6","0.64"
"126","1.6","0.03333333333333333","0.625","0.5","4","2","false","RAPGEF4","4.25","0","4",,"0","0","0","0.9400000000000001","false","0","RAPGEF4","6","0.425"
"101","0.0","0.0","0.0","0.0","0","0","true","CD38","0.0","0","0",,"0","0","0","Infinity","false","0","CD38","0","0.0"
"23","1.0","0.0","1.0","0.0","1","1","false","UBE2W","1.0","0","1","0","0","0","0","1.0","false","0","UBE2W","0","0.0"
"27","1.8846153846153846","0.0","0.5306122448979592","1.0","3","2","false","RIOK3","21.666666666666668","0","3","0","0","0","0","0.9659763313609468","false","0","RIOK3","0","0.8333333333333334"
"120","0.0","0.0","0.0","0.0","0","0","true","TM2D2","0.0","0","0",,"0","0","0","Infinity","false","0","TM2D2","0","0.0"
"102","1.5","0.0","0.6666666666666666","0.0","1","2","false","GPATCH2","2.0","0","1","0","0","0","0","0.75","false","0","GPATCH2","0","0.0"
"1","1.8461538461538463","0.0016911114077105976","0.5416666666666666","0.5333333333333333","6","2","false","SH3GLB1","18.5","0","6","0","0","0","0","0.9764957264957265","false","0","SH3GLB1","14","0.47435897435897434"
"83","1.75","0.0","0.5714285714285714","0.0","1","2","false","TMEM143","4.0","0","1","0","0","0","0","0.8125","false","0","TMEM143","0","0.0"
"165","0.0","0.0","0.0","0.0","0","0","true","WDR13","0.0","0","0","0","0","0","0","Infinity","false","0","WDR13","0","0.0"
"44","1.8235294117647058","0.0","0.5483870967741935","1.0","3","2","false","VWA1","12.0","0","3","0","0","0","0","0.9515570934256055","false","0","VWA1","0","0.7058823529411765"
"103","0.0","0.0","0.0","0.0","0","0","true","CLEC4A","0.0","0","0","0","0","0","0","Infinity","false","0","CLEC4A","0","0.0"
"153","0.0","0.0","0.0","0.0","0","0","true","LMNTD1","0.0","0","0",,"0","0","0","Infinity","false","0","LMNTD1","0","0.0"
"112","1.72","0.006363756613756614","0.5813953488372093","0.38095238095238093","7","2","false","REST","13.428571428571429","0","7","0","0","0","0","0.9712000000000001","false","0","REST","26","0.5371428571428571"
"141","1.8","0.0","0.5555555555555556","1.0","2","2","false","THBS4","9.0","0","2",,"0","0","0","0.9199999999999999","false","0","THBS4","0","0.9"
"171","0.0","0.0","0.0","0.0","0","0","true","GOLGA6A","0.0","0","0",,"0","0","0","Infinity","false","0","GOLGA6A","0","0.0"
"62","1.7826086956521738","0.0015527950310559003","0.5609756097560976","0.8","5","2","false","LPAR2","14.0","0","5","0","0","0","0","0.9659735349716447","false","0","LPAR2","4","0.6086956521739131"
"5","1.816326530612245","0.002397983002724899","0.550561797752809","0.4722222222222222","9","2","false","IL34","20.444444444444443","0","9","0","0","0","0","0.9829931972789115","false","0","IL34","38","0.41723356009070295"
"43","1.5","0.011559410088821854","0.6666666666666666","0.7222222222222222","9","2","false","PSG11","11.333333333333334","0","9","0","0","0","0","0.9722222222222222","false","0","PSG11","20","0.6296296296296297"
"180","1.4","0.05","0.7142857142857143","0.6666666666666666","3","2","false","BMP2K","3.0","0","3","0","0","0","0","0.9199999999999999","false","0","BMP2K","2","0.6"
"4","0.0","0.0","0.0","0.0","0","0","true","OR10A2","0.0","0","0","0","0","0","0","Infinity","false","0","OR10A2","0","0.0"
"97","1.8","0.0","0.5555555555555556","0.0","1","2","false","PSME3IP1","5.0","0","1",,"0","0","0","0.8400000000000001","false","0","PSME3IP1","0","0.0"
"6","1.619047619047619","0.027467809967809963","0.6176470588235294","0.42857142857142855","8","2","false","NCBP2","8.75","0","8","0","0","0","0","0.9523809523809524","false","0","NCBP2","54","0.4166666666666667"
"87","1.5714285714285714","0.2857142857142857","0.6363636363636364","0.3333333333333333","3","2","false","PDK1","3.3333333333333335","0","3","0","0","0","0","0.8857142857142858","false","0","PDK1","14","0.5"
"44","1.8235294117647058","0.0","0.5483870967741935","1.0","3","2","false","RNF112","11.666666666666666","0","3","0","0","0","0","0.9515570934256055","false","0","RNF112","0","0.6862745098039216"
"144","1.8125","0.00415226574500768","0.5517241379310345","0.4","6","2","false","RGL2","12.0","0","6","0","0","0","0","0.9729166666666667","false","0","RGL2","24","0.375"
"189","1.7142857142857142","0.01098901098901099","0.5833333333333334","0.5","4","2","false","ANKRD36B","6.5","0","4","0","0","0","0","0.9489795918367347","false","0","ANKRD36B","6","0.4642857142857143"
"90","1.7741935483870968","0.003057766606153703","0.5636363636363636","0.6666666666666666","7","2","false","PPP2CA","19.0","0","7","0","0","0","0","0.9750260145681582","false","0","PPP2CA","14","0.6129032258064516"
"46","1.40625","0.08790882616487453","0.7111111111111111","0.16374269005847952","19","2","false","SMC1B","8.31578947368421","0","19","0","0","0","0","0.9854910714285714","false","0","SMC1B","346","0.2736842105263158"
"62","1.8695652173913044","0.0","0.5348837209302325","1.0","3","2","false","CXCR1","17.0","0","3",,"0","0","0","0.9621928166351607","false","0","CXCR1","0","0.7391304347826086"
"62","1.826086956521739","0.003623188405797101","0.5476190476190477","0.5","4","2","false","RCOR3","12.0","0","4","0","0","0","0","0.9640831758034026","false","0","RCOR3","6","0.5217391304347826"
"5","1.8979591836734695","1.6303441001043419E-4","0.5268817204301075","0.6","5","2","false","BECN2","36.8","0","5","0","0","0","0","0.9812925170068026","false","0","BECN2","8","0.7510204081632653"
"121","1.6666666666666667","0.0","0.6","0.0","1","2","false","EFNA1","3.0","0","1","0","0","0","0","0.7777777777777777","false","0","EFNA1","0","0.0"
