"__mcodeCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","OP_A","OP_B","OP_check","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"13","3.606060606060606","0.026515151515151516","0.2773109243697479","0.0","2","5","false","CALHM2","5.0","0","2",,"0","0","0","0.7393939393939395","false","0","CALHM2","66","0.5714285714285714"
,"0.0","0.0","0.0","0.0","0","0","true","ZNF257","0.0","0","0","0","0","0","0","Infinity","false","0","ZNF257","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PDE7A","0.0","0","0",,"0","0","0","Infinity","false","0","PDE7A","0","0.0"
"9","1.5","0.013333333333333334","0.6666666666666666","0.6666666666666666","3","2","false","ZNF221","4.333333333333333","0","3","0","0","0","0","0.9","false","0","ZNF221","2","0.7222222222222222"
,"0.0","0.0","0.0","0.0","0","0","true","RTP3","0.0","0","0","0","0","0","0","Infinity","false","0","RTP3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","VGF","0.0","0","0","0","0","0","0","Infinity","false","0","VGF","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","FAM110C","0.0","0","0",,"0","0","0","Infinity","false","0","FAM110C","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","OTUD1","0.0","0","0","0","0","0","0","Infinity","false","0","OTUD1","0","0.0"
"14","1.3333333333333333","0.0","0.75","1.0","2","2","false","PWWP3A","3.0","0","2",,"0","0","0","0.888888888888889","false","0","PWWP3A","0","1.0"
"10","3.4210526315789473","0.11212614870509607","0.2923076923076923","0.2222222222222222","9","7","false","PHC2","4.222222222222222","0","9","0","0","0","0","0.7799043062200958","false","0","PHC2","1754","0.24183006535947713"
,"0.0","0.0","0.0","0.0","0","0","true","TELO2","0.0","0","0",,"0","0","0","Infinity","false","0","TELO2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TPTE2","0.0","0","0","0","0","0","0","Infinity","false","0","TPTE2","0","0.0"
"9","1.6666666666666667","0.013333333333333334","0.6","0.0","2","2","false","AADACL4","5.0","0","2",,"0","0","0","0.8666666666666666","false","0","AADACL4","2","1.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZNF382","0.0","0","0",,"0","0","0","Infinity","false","0","ZNF382","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MECP2","0.0","0","0","0","0","0","0","Infinity","false","0","MECP2","0","0.0"
"25","2.761904761904762","0.4","0.3620689655172414","0.13333333333333333","6","5","false","CC2D1A","2.5","0","6","0","0","0","0","0.7063492063492064","false","0","CC2D1A","226","0.30952380952380953"
,"0.0","0.0","0.0","0.0","0","0","true","OR52D1","0.0","0","0","0","0","0","0","Infinity","false","0","OR52D1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CCNQ","0.0","0","0","0","0","0","0","Infinity","false","0","CCNQ","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PODXL","0.0","0","0","0","0","0","0","Infinity","false","0","PODXL","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","KIAA0513","0.0","0","0","0",,"0","0","Infinity","false","0","KIAA0513","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SAA1","0.0","0","0","0",,"0","0","Infinity","false","0","SAA1","0","0.0"
"26","4.636363636363637","0.0","0.2156862745098039","1.0","2","8","false","SART1","3.0","0","2",,"0","0","0","0.27272727272727265","false","0","SART1","0","0.75"
,"0.0","0.0","0.0","0.0","0","0","true","ODAD1","0.0","0","0",,"0","0","0","Infinity","false","0","ODAD1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZNF565","0.0","0","0","0","0","0","0","Infinity","false","0","ZNF565","0","0.0"
"10","4.184210526315789","0.005208020050125313","0.2389937106918239","0.0","2","8","false","CCDC183","3.0","0","2","0","0","0","0","0.7105263157894737","false","0","CCDC183","72","0.5"
,"0.0","0.0","0.0","0.0","0","0","true","KIF22","0.0","0","0","0","0","0","0","Infinity","false","0","KIF22","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","OR14C36","0.0","0","0",,"0","0","0","Infinity","false","0","OR14C36","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","GOLGA6C","0.0","0","0","0",,"0","0","Infinity","false","0","GOLGA6C","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","IQCM","0.0","0","0","0","0","0","0","Infinity","false","0","IQCM","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","RASEF","0.0","0","0","0","0","0","0","Infinity","false","0","RASEF","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ARID5B","0.0","0","0","0","0","0","0","Infinity","false","0","ARID5B","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","DSG2","0.0","0","0","0","0","0","0","Infinity","false","0","DSG2","0","0.0"
"13","2.696969696969697","0.5274621212121212","0.3707865168539326","0.10714285714285714","8","4","false","TRMT1","2.625","0","8","0","0","0","0","0.8303030303030303","false","0","TRMT1","752","0.2125"
,"0.0","0.0","0.0","0.0","0","0","true","AHRR","0.0","0","0","0","0","0","0","Infinity","false","0","AHRR","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","OR51A2","0.0","0","0","0","0","0","0","Infinity","false","0","OR51A2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","REEP4","0.0","0","0","0","0","0","0","Infinity","false","0","REEP4","0","0.0"
"10","4.0131578947368425","0.01584795321637427","0.24918032786885244","0.3333333333333333","3","8","false","RAD54B","3.3333333333333335","0","3",,"0","0","0","0.7260765550239234","false","0","RAD54B","144","0.5"
,"0.0","0.0","0.0","0.0","0","0","true","MYT1","0.0","0","0",,"0","0","0","Infinity","false","0","MYT1","0","0.0"
"13","3.9393939393939394","0.0","0.25384615384615383","1.0","2","6","false","GID4","8.0","0","2","0","0","0","0","0.706060606060606","false","0","GID4","0","0.8"
,"0.0","0.0","0.0","0.0","0","0","true","EPB41L5","0.0","0","0","0","0","0","0","Infinity","false","0","EPB41L5","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZNF829","0.0","0","0","0","0","0","0","Infinity","false","0","ZNF829","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ARMC2","0.0","0","0","0","0","0","0","Infinity","false","0","ARMC2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ACOT4","0.0","0","0",,"0","0","0","Infinity","false","0","ACOT4","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","HSP90AA2P","0.0","0","0",,"0","0","0","Infinity","false","0","HSP90AA2P","0","0.0"
"15","1.0","0.16666666666666666","1.0","0.6666666666666666","3","1","false","TAF4B","2.3333333333333335","0","3","0","0","0","0","1.0","false","0","TAF4B","2","0.7777777777777778"
"10","4.394736842105263","0.025614035087719297","0.22754491017964074","0.6666666666666666","4","7","false","","4.0","0","4","0","0","0","0","0.6913875598086124","false","0","","492","0.5"
"10","4.131578947368421","0.14736842105263157","0.24203821656050956","0.5","4","9","false","ZNF165","5.25","0","4","0","0","0","0","0.715311004784689","false","0","ZNF165","2300","0.5"
,"0.0","0.0","0.0","0.0","0","0","true","UEVLD","0.0","0","0","0","0","0","0","Infinity","false","0","UEVLD","0","0.0"
"25","3.0476190476190474","0.0380952380952381","0.328125","0.0","2","5","false","CENPL","3.5","0","2","0","0","0","0","0.6587301587301587","false","0","CENPL","34","0.625"
,"0.0","0.0","0.0","0.0","0","0","true","LIG1","0.0","0","0","0","0","0","0","Infinity","false","0","LIG1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TNFAIP3","0.0","0","0","0","0","0","0","Infinity","false","0","TNFAIP3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CSF1R","0.0","0","0","1","1","1","0","Infinity","false","0","CSF1R","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ABCC11","0.0","0","0",,"0","0","0","Infinity","false","0","ABCC11","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PCCA","0.0","0","0","0","0","0","0","Infinity","false","0","PCCA","0","0.0"
"20","1.0","0.0","1.0","1.0","2","1","false","PROS1","2.0","0","2","0","0","0","0","1.0","false","0","PROS1","0","1.0"
,"0.0","0.0","0.0","0.0","0","0","true","FBXO47","0.0","0","0",,"0","0","0","Infinity","false","0","FBXO47","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MRPS6","0.0","0","0","0","0","0","0","Infinity","false","0","MRPS6","0","0.0"
"13","3.606060606060606","0.0","0.2773109243697479","1.0","2","5","false","CKMT1B","6.5","0","2","0","0","0","0","0.7393939393939395","false","0","CKMT1B","0","0.7222222222222222"
"25","3.5238095238095237","0.014285714285714287","0.28378378378378377","0.0","2","6","false","KCNA5","3.0","0","2","0","0","0","0","0.5793650793650794","false","0","KCNA5","6","0.5"
,"0.0","0.0","0.0","0.0","0","0","true","FBF1","0.0","0","0",,"0","0","0","Infinity","false","0","FBF1","0","0.0"
"24","3.4","0.04126984126984127","0.29411764705882354","0.0","2","6","false","KIR3DL1","3.0","0","2",,"0","0","0","0.6","false","0","KIR3DL1","28","0.6666666666666666"
,"0.0","0.0","0.0","0.0","0","0","true","WEE2","0.0","0","0",,"0","0","0","Infinity","false","0","WEE2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZNF485","0.0","0","0","0","0","0","0","Infinity","false","0","ZNF485","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","IGHV4-38-2","0.0","0","0","0",,"0","0","Infinity","false","0","IGHV4-38-2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MVD","0.0","0","0","0","0","0","0","Infinity","false","0","MVD","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TRIP10","0.0","0","0","0","0","0","0","Infinity","false","0","TRIP10","0","0.0"
"27","1.3333333333333333","0.16666666666666666","0.75","0.0","2","2","false","TTC39B","2.0","0","2","0","0","0","0","0.8333333333333334","false","0","TTC39B","2","1.0"
,"0.0","0.0","0.0","0.0","0","0","true","INPP5E","0.0","0","0","0","0","0","0","Infinity","false","0","INPP5E","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CFHR2","0.0","0","0",,"0","0","0","Infinity","false","0","CFHR2","0","0.0"
"24","3.2666666666666666","0.09365079365079368","0.30612244897959184","0.0","3","6","false","UVSSA","2.6666666666666665","0","3","0","0","0","0","0.6222222222222222","false","0","UVSSA","60","0.5555555555555556"
,"0.0","0.0","0.0","0.0","0","0","true","MRTFA","0.0","0","0","0","0","0","0","Infinity","false","0","MRTFA","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","POC1B","0.0","0","0","0","0","0","0","Infinity","false","0","POC1B","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SMTNL1","0.0","0","0","0",,"0","0","Infinity","false","0","SMTNL1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","NEIL3","0.0","0","0","0","0","0","0","Infinity","false","0","NEIL3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MEIS3P2","0.0","0","0","0","0","0","0","Infinity","false","0","MEIS3P2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","FOXI1","0.0","0","0","0","0","0","0","Infinity","false","0","FOXI1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","KLF3","0.0","0","0","0","0","0","0","Infinity","false","0","KLF3","0","0.0"
"16","1.0","0.16666666666666666","1.0","0.6666666666666666","3","1","false","KRTAP8-1","2.3333333333333335","0","3","0","0","0","0","1.0","false","0","KRTAP8-1","2","0.7777777777777778"
,"0.0","0.0","0.0","0.0","0","0","true","ZNF570","0.0","0","0","0","0","0","0","Infinity","false","0","ZNF570","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TOM1L1","0.0","0","0","0",,"0","0","Infinity","false","0","TOM1L1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SYT14P1","0.0","0","0",,"0","0","0","Infinity","false","0","SYT14P1","0","0.0"
"7","1.3333333333333333","0.16666666666666666","0.75","0.3333333333333333","4","2","false","BCL9","3.25","0","4","0","0","0","0","0.9333333333333333","false","0","BCL9","8","0.6"
,"0.0","0.0","0.0","0.0","0","0","true","TRIM38","0.0","0","0","0","0","0","0","Infinity","false","0","TRIM38","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","AMZ2","0.0","0","0",,"0","0","0","Infinity","false","0","AMZ2","0","0.0"
"26","4.090909090909091","0.04329004329004329","0.24444444444444444","0.0","2","7","false","KIAA1217","2.5","0","2","0","0","0","0","0.38181818181818183","false","0","KIAA1217","48","0.75"
,"0.0","0.0","0.0","0.0","0","0","true","C1QL1","0.0","0","0","0",,"0","0","Infinity","false","0","C1QL1","0","0.0"
"9","1.6666666666666667","0.013333333333333334","0.6","0.0","2","2","false","ERICH6","5.0","0","2","0","0","0","0","0.8666666666666666","false","0","ERICH6","2","1.0"
"10","4.2368421052631575","0.0269874686716792","0.23602484472049692","0.0","3","9","false","DLST","3.0","0","3","0","0","0","0","0.7057416267942584","false","0","DLST","326","0.3333333333333333"
,"0.0","0.0","0.0","0.0","0","0","true","DDIAS","0.0","0","0",,"0","0","0","Infinity","false","0","DDIAS","0","0.0"
"15","1.3333333333333333","0.0","0.75","1.0","2","2","false","H2BC18","3.0","0","2","0","0","0","0","0.888888888888889","false","0","H2BC18","0","1.0"
"10","3.1447368421052633","0.2832573099415204","0.3179916317991632","0.16666666666666666","4","6","false","RTCB","5.75","0","4","0","0","0","0","0.805023923444976","false","0","RTCB","5550","0.27631578947368424"
,"0.0","0.0","0.0","0.0","0","0","true","BPIFC","0.0","0","0",,"0","0","0","Infinity","false","0","BPIFC","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PDPK1","0.0","0","0","0","0","0","0","Infinity","false","0","PDPK1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PPFIA4","0.0","0","0","0",,"0","0","Infinity","false","0","PPFIA4","0","0.0"
"20","1.0","0.0","1.0","1.0","2","1","false","PPP2R3C","2.0","0","2","0","0","0","0","1.0","false","0","PPP2R3C","0","1.0"
,"0.0","0.0","0.0","0.0","0","0","true","ESCO1","0.0","0","0","0","0","0","0","Infinity","false","0","ESCO1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PAM","0.0","0","0","0","0","0","0","Infinity","false","0","PAM","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","KAZN","0.0","0","0","0","0","0","0","Infinity","false","0","KAZN","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","NAA11","0.0","0","0","0","0","0","0","Infinity","false","0","NAA11","0","0.0"
"13","3.9393939393939394","0.0","0.25384615384615383","1.0","2","6","false","MAPK11","8.0","0","2",,"0","0","0","0.706060606060606","false","0","MAPK11","0","0.8"
,"0.0","0.0","0.0","0.0","0","0","true","UBTFL6","0.0","0","0","0","0","0","0","Infinity","false","0","UBTFL6","0","0.0"
"24","2.533333333333333","0.48571428571428577","0.39473684210526316","0.16666666666666666","4","5","false","PLA2G2D","2.75","0","4","0","0","0","0","0.7444444444444445","false","0","PLA2G2D","186","0.45"
,"0.0","0.0","0.0","0.0","0","0","true","PAH","0.0","0","0","0",,"0","0","Infinity","false","0","PAH","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","UNC45A","0.0","0","0","0","0","0","0","Infinity","false","0","UNC45A","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PJVK","0.0","0","0","0","0","0","0","Infinity","false","0","PJVK","0","0.0"
"9","1.6666666666666667","0.013333333333333334","0.6","0.0","2","2","false","CARD8","5.0","0","2",,"0","0","0","0.8666666666666666","false","0","CARD8","2","1.0"
,"0.0","0.0","0.0","0.0","0","0","true","GAL3ST3","0.0","0","0",,"0","0","0","Infinity","false","0","GAL3ST3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ATXN7L1","0.0","0","0","0","0","0","0","Infinity","false","0","ATXN7L1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PDIA3","0.0","0","0","0","0","0","0","Infinity","false","0","PDIA3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","LPCAT1","0.0","0","0",,"0","0","0","Infinity","false","0","LPCAT1","0","0.0"
"23","1.0","0.0","1.0","1.0","2","1","false","KCNK10","2.0","0","2","0","0","0","0","1.0","false","0","KCNK10","0","1.0"
"13","3.515151515151515","0.03503787878787879","0.28448275862068967","0.3","5","5","false","NKAIN1","3.2","0","5","0","0","0","0","0.7484848484848484","false","0","NKAIN1","78","0.375"
"10","4.355263157894737","0.051929824561403506","0.22960725075528698","0.3333333333333333","3","9","false","USP35","4.0","0","3",,"0","0","0","0.6949760765550239","false","0","USP35","628","0.4074074074074074"
,"0.0","0.0","0.0","0.0","0","0","true","DOK5","0.0","0","0","0","0","0","0","Infinity","false","0","DOK5","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZNF175","0.0","0","0",,"0","0","0","Infinity","false","0","ZNF175","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ANKRD20A8P","0.0","0","0",,"0","0","0","Infinity","false","0","ANKRD20A8P","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ACTL6B","0.0","0","0","0","0","0","0","Infinity","false","0","ACTL6B","0","0.0"
"10","3.9342105263157894","0.0036842105263157894","0.25418060200668896","0.0","2","7","false","CGAS","5.0","0","2","0","0","0","0","0.7332535885167464","false","0","CGAS","82","0.5714285714285714"
,"0.0","0.0","0.0","0.0","0","0","true","CEACAM6","0.0","0","0","0","0","0","0","Infinity","false","0","CEACAM6","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","UBTFL1","0.0","0","0","0","0","0","0","Infinity","false","0","UBTFL1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CNTF","0.0","0","0","0","0","0","0","Infinity","false","0","CNTF","0","0.0"
"13","3.909090909090909","6.313131313131313E-4","0.2558139534883721","0.6666666666666666","3","6","false","FAM20A","6.0","0","3","0","0","0","0","0.7090909090909091","false","0","FAM20A","2","0.6"
,"0.0","0.0","0.0","0.0","0","0","true","NCOR2","0.0","0","0","0","0","0","0","Infinity","false","0","NCOR2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","OR7G2","0.0","0","0",,"0","0","0","Infinity","false","0","OR7G2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","RTN1","0.0","0","0",,"0","0","0","Infinity","false","0","RTN1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","NOSTRIN","0.0","0","0",,"0","0","0","Infinity","false","0","NOSTRIN","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TYROBP","0.0","0","0","0","0","0","0","Infinity","false","0","TYROBP","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","C1orf43","0.0","0","0","0","0","0","0","Infinity","false","0","C1orf43","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","DYNLRB2","0.0","0","0","0","0","0","0","Infinity","false","0","DYNLRB2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","WDR45B","0.0","0","0","0","0","0","0","Infinity","false","0","WDR45B","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TRNT1","0.0","0","0","0","0","0","0","Infinity","false","0","TRNT1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CLCN6","0.0","0","0",,"0","0","0","Infinity","false","0","CLCN6","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","HDHD5","0.0","0","0",,"0","0","0","Infinity","false","0","HDHD5","0","0.0"
"9","1.1666666666666667","0.3","0.8571428571428571","0.1","5","2","false","ARHGAP44","2.4","0","5","0","0","0","0","0.9666666666666666","false","0","ARHGAP44","18","0.6"
,"0.0","0.0","0.0","0.0","0","0","true","ICE2","0.0","0","0","0","0","0","0","Infinity","false","0","ICE2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","RPAP2","0.0","0","0","0","0","0","0","Infinity","false","0","RPAP2","0","0.0"
"25","3.619047619047619","0.0","0.2763157894736842","1.0","2","6","false","ZNF547","4.5","0","2","0","0","0","0","0.5634920634920635","false","0","ZNF547","0","0.6428571428571429"
"10","5.973684210526316","0.0","0.16740088105726872","1.0","3","11","false","RPUSD1","5.333333333333333","0","3","0","0","0","0","0.5478468899521531","false","0","RPUSD1","0","0.8888888888888888"
,"0.0","0.0","0.0","0.0","0","0","true","TCP11L2","0.0","0","0",,"0","0","0","Infinity","false","0","TCP11L2","0","0.0"
"2","1.0","0.30128205128205127","1.0","0.3076923076923077","13","1","false","STOX2","4.6923076923076925","0","13","0","0","0","0","1.0","false","0","STOX2","108","0.3609467455621302"
,"0.0","0.0","0.0","0.0","0","0","true","SLC35B4","0.0","0","0","0","0","0","0","Infinity","false","0","SLC35B4","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","DAPP1","0.0","0","0",,"0","0","0","Infinity","false","0","DAPP1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZSWIM7","0.0","0","0",,"0","0","0","Infinity","false","0","ZSWIM7","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","RCOR2","0.0","0","0","0","0","0","0","Infinity","false","0","RCOR2","0","0.0"
"10","4.131578947368421","0.019615705931495406","0.24203821656050956","0.3333333333333333","3","8","false","RAB11FIP2","5.333333333333333","0","3","0","0","0","0","0.715311004784689","false","0","RAB11FIP2","320","0.45454545454545453"
,"0.0","0.0","0.0","0.0","0","0","true","PHF10","0.0","0","0","0","0","0","0","Infinity","false","0","PHF10","0","0.0"
"24","3.2","0.06190476190476191","0.3125","0.3333333333333333","3","6","false","HLA-DRB3","3.0","0","3",,"0","0","0","0.6333333333333333","false","0","HLA-DRB3","30","0.5333333333333333"
,"0.0","0.0","0.0","0.0","0","0","true","GSTP1","0.0","0","0","0","0","0","0","Infinity","false","0","GSTP1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ELAVL2","0.0","0","0","0","0","0","0","Infinity","false","0","ELAVL2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SREK1","0.0","0","0","0","0","0","0","Infinity","false","0","SREK1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","DNAJA2","0.0","0","0","0",,"0","0","Infinity","false","0","DNAJA2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","FCN2","0.0","0","0","0","0","0","0","Infinity","false","0","FCN2","0","0.0"
"10","5.75","0.0","0.17391304347826086","1.0","2","10","false","SLC9A8","3.0","0","2",,"0","0","0","0.5681818181818182","false","0","SLC9A8","0","0.75"
,"0.0","0.0","0.0","0.0","0","0","true","BMP4","0.0","0","0","0","0","0","0","Infinity","false","0","BMP4","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","GCGR","0.0","0","0","0","0","0","0","Infinity","false","0","GCGR","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","DSPP","0.0","0","0","0",,"0","0","Infinity","false","0","DSPP","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TAC3","0.0","0","0","0","0","0","0","Infinity","false","0","TAC3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TSSK6","0.0","0","0","0",,"0","0","Infinity","false","0","TSSK6","0","0.0"
"2","1.8461538461538463","0.0","0.5416666666666666","1.0","2","2","false","CARF","13.0","0","2",,"0","0","0","0.9349112426035503","false","0","CARF","0","1.0"
"1","1.375","0.01607142857142857","0.7272727272727273","0.8","5","2","false","NEDD1","6.0","0","5","0","0","0","0","0.953125","false","0","NEDD1","4","0.75"
,"0.0","0.0","0.0","0.0","0","0","true","TFAP2A","0.0","0","0","0","0","0","0","Infinity","false","0","TFAP2A","0","0.0"
"6","2.111111111111111","0.0","0.47368421052631576","1.0","4","4","false","SLC48A1","4.25","0","4","0","0","0","0","0.7777777777777778","false","0","SLC48A1","0","0.85"
,"0.0","0.0","0.0","0.0","0","0","true","ACOX3","0.0","0","0","0",,"0","0","Infinity","false","0","ACOX3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PTGER1","0.0","0","0",,"0","0","0","Infinity","false","0","PTGER1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TRIT1","0.0","0","0","0","0","0","0","Infinity","false","0","TRIT1","0","0.0"
"17","1.0","0.0","1.0","1.0","2","1","false","FILIP1","2.0","0","2","0","0","0","0","1.0","false","0","FILIP1","0","1.0"
"10","6.5394736842105265","0.012982456140350877","0.1529175050301811","0.0","2","10","false","DAW1","4.0","0","2","0","0","0","0","0.49641148325358847","false","0","DAW1","766","0.6"
"6","1.5555555555555556","0.5694444444444444","0.6428571428571428","0.3333333333333333","4","2","false","ZNF638","3.5","0","4","0","0","0","0","0.888888888888889","false","0","ZNF638","52","0.40625"
"25","2.8095238095238093","0.2285714285714286","0.35593220338983056","0.0","2","5","false","CUX1","4.5","0","2","0","0","0","0","0.6984126984126985","false","0","CUX1","108","0.5"
,"0.0","0.0","0.0","0.0","0","0","true","CCDC71","0.0","0","0","0",,"0","0","Infinity","false","0","CCDC71","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ARHGAP11B","0.0","0","0","0","0","0","0","Infinity","false","0","ARHGAP11B","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PDGFD","0.0","0","0","0","0","0","0","Infinity","false","0","PDGFD","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZNF358","0.0","0","0","0","0","0","0","Infinity","false","0","ZNF358","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","RSBN1","0.0","0","0","0","0","0","0","Infinity","false","0","RSBN1","0","0.0"
"3","1.3333333333333333","0.02222222222222222","0.75","0.8333333333333334","4","2","false","NXPH1","4.5","0","4","0","0","0","0","0.9444444444444445","false","0","NXPH1","2","0.75"
,"0.0","0.0","0.0","0.0","0","0","true","FAM83H","0.0","0","0","0","0","0","0","Infinity","false","0","FAM83H","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","INTS5","0.0","0","0","0","0","0","0","Infinity","false","0","INTS5","0","0.0"
"4","1.375","0.1254251700680272","0.7272727272727273","0.4","5","2","false","EDDM3A","4.2","0","5","0","0","0","0","0.9464285714285714","false","0","EDDM3A","18","0.525"
,"0.0","0.0","0.0","0.0","0","0","true","OR7A2P","0.0","0","0",,"0","0","0","Infinity","false","0","OR7A2P","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","FANCI","0.0","0","0","0","0","0","0","Infinity","false","0","FANCI","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","OR2A7","0.0","0","0","0","0","0","0","Infinity","false","0","OR2A7","0","0.0"
"2","1.8461538461538463","0.0","0.5416666666666666","1.0","2","2","false","MKRN4P","13.0","0","2",,"0","0","0","0.9349112426035503","false","0","MKRN4P","0","1.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZNF839","0.0","0","0","0","0","0","0","Infinity","false","0","ZNF839","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","DEFB4B","0.0","0","0","0",,"0","0","Infinity","false","0","DEFB4B","0","0.0"
"25","3.6666666666666665","0.0","0.27272727272727276","1.0","2","6","false","SULT1C3","4.0","0","2",,"0","0","0","0.5555555555555556","false","0","SULT1C3","0","0.8"
"10","3.8815789473684212","0.0","0.2576271186440678","1.0","2","7","false","SCML1","7.5","0","2",,"0","0","0","0.7380382775119617","false","0","SCML1","0","0.5769230769230769"
,"0.0","0.0","0.0","0.0","0","0","true","NRG1","0.0","0","0","0","0","0","0","Infinity","false","0","NRG1","0","0.0"
