"__mcodeCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","OP_A","OP_B","OP_check","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"7","1.3333333333333333","0.13333333333333333","0.75","0.5","4","2","false","ATXN7L2","3.5","0","4","0",,"0","0","0.9333333333333333","false","0","ATXN7L2","6","0.65"
,"0.0","0.0","0.0","0.0","0","0","true","SMAP2","0.0","0","0",,"0","0","0","Infinity","false","0","SMAP2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","IGKV3D-15","0.0","0","0","0",,"0","0","Infinity","false","0","IGKV3D-15","0","0.0"
"5","1.2","0.1","0.8333333333333334","0.6666666666666666","4","2","false","MYLK3","3.5","0","4","0","0","0","0","0.96","false","0","MYLK3","4","0.7"
"10","5.355263157894737","0.0","0.18673218673218672","1.0","3","8","false","SPZ1","3.6666666666666665","0","3",,"0","0","0","0.604066985645933","false","0","SPZ1","0","0.9166666666666666"
"10","4.118421052631579","0.03417042606516291","0.2428115015974441","0.4666666666666667","6","8","false","TRGV1","4.166666666666667","0","6","0","0","0","0","0.7165071770334929","false","0","TRGV1","646","0.4166666666666667"
,"0.0","0.0","0.0","0.0","0","0","true","FOXP1","0.0","0","0",,"0","0","0","Infinity","false","0","FOXP1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PIGP","0.0","0","0","0","0","0","0","Infinity","false","0","PIGP","0","0.0"
"26","4.954545454545454","0.0021645021645021645","0.2018348623853211","0.0","2","8","false","TRIM36","2.0","0","2",,"0","0","0","0.20909090909090916","false","0","TRIM36","2","1.0"
,"0.0","0.0","0.0","0.0","0","0","true","PRICKLE3","0.0","0","0","0","0","0","0","Infinity","false","0","PRICKLE3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SEMA4G","0.0","0","0",,"0","0","0","Infinity","false","0","SEMA4G","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ODAPH","0.0","0","0","0",,"0","0","Infinity","false","0","ODAPH","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SLC30A6","0.0","0","0","0","0","0","0","Infinity","false","0","SLC30A6","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","IGHV4-59","0.0","0","0","0",,"0","0","Infinity","false","0","IGHV4-59","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SUZ12","0.0","0","0","0","0","0","0","Infinity","false","0","SUZ12","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SDCCAG8","0.0","0","0","0","0","0","0","Infinity","false","0","SDCCAG8","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SLITRK3","0.0","0","0","0",,"0","0","Infinity","false","0","SLITRK3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PPP2CB","0.0","0","0","0","0","0","0","Infinity","false","0","PPP2CB","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","NPIPB7","0.0","0","0","0",,"0","0","Infinity","false","0","NPIPB7","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SOCS2","0.0","0","0","0",,"0","0","Infinity","false","0","SOCS2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","LEFTY2","0.0","0","0","0",,"0","0","Infinity","false","0","LEFTY2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PCDHB4","0.0","0","0",,"0","0","0","Infinity","false","0","PCDHB4","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SUV39H1","0.0","0","0","0","0","0","0","Infinity","false","0","SUV39H1","0","0.0"
"10","5.0131578947368425","0.03409356725146202","0.1994750656167979","0.4666666666666667","6","10","false","CCDC7","3.5","0","6","0","0","0","0","0.6351674641148325","false","0","CCDC7","706","0.5"
,"0.0","0.0","0.0","0.0","0","0","true","RDH16","0.0","0","0","0","0","0","0","Infinity","false","0","RDH16","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","FUBP1","0.0","0","0","0","0","0","0","Infinity","false","0","FUBP1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","RRBP1","0.0","0","0","0","0","0","0","Infinity","false","0","RRBP1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SPATA18","0.0","0","0","0","0","0","0","Infinity","false","0","SPATA18","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SNAPC3","0.0","0","0","0","0","0","0","Infinity","false","0","SNAPC3","0","0.0"
"24","2.8","0.07936507936507937","0.35714285714285715","0.0","2","5","false","NPBWR2","4.5","0","2","0","0","0","0","0.7000000000000001","false","0","NPBWR2","48","0.5833333333333334"
"4","1.625","0.014030612244897957","0.6153846153846154","0.6666666666666666","3","2","false","ZNF350","5.333333333333333","0","3","0","0","0","0","0.9107142857142857","false","0","ZNF350","4","0.6666666666666666"
"13","3.878787878787879","0.08712121212121213","0.2578125","0.0","2","6","false","STK39","2.5","0","2","0","0","0","0","0.7121212121212122","false","0","STK39","118","0.5"
,"0.0","0.0","0.0","0.0","0","0","true","B3GNT3","0.0","0","0","0","0","0","0","Infinity","false","0","B3GNT3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","LRRC71","0.0","0","0",,"0","0","0","Infinity","false","0","LRRC71","0","0.0"
"23","1.0","0.0","1.0","1.0","2","1","false","UPK1A","2.0","0","2","0","0","0","0","1.0","false","0","UPK1A","0","1.0"
,"0.0","0.0","0.0","0.0","0","0","true","TLCD3B","0.0","0","0","0","0","0","0","Infinity","false","0","TLCD3B","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TFCP2","0.0","0","0","0","0","0","0","Infinity","false","0","TFCP2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PALS1","0.0","0","0",,"0","0","0","Infinity","false","0","PALS1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZBTB18","0.0","0","0",,"0","0","0","Infinity","false","0","ZBTB18","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CLDN12","0.0","0","0","0","0","0","0","Infinity","false","0","CLDN12","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TRIM17","0.0","0","0","0","0","0","0","Infinity","false","0","TRIM17","0","0.0"
"13","4.0","0.013257575757575758","0.25","0.6666666666666666","3","7","false","SYT9","4.666666666666667","0","3","0","0","0","0","0.7","false","0","SYT9","64","0.6666666666666666"
,"0.0","0.0","0.0","0.0","0","0","true","C5orf52","0.0","0","0","0",,"0","0","Infinity","false","0","C5orf52","0","0.0"
"11","1.25","0.16666666666666666","0.8","0.3333333333333333","3","2","false","SAMD11","2.6666666666666665","0","3","0","0","0","0","0.9166666666666666","false","0","SAMD11","4","0.7777777777777778"
,"0.0","0.0","0.0","0.0","0","0","true","NBPF4","0.0","0","0","0","0","0","0","Infinity","false","0","NBPF4","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TACC1","0.0","0","0","0","0","0","0","Infinity","false","0","TACC1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PPP1R13B","0.0","0","0","0","0","0","0","Infinity","false","0","PPP1R13B","0","0.0"
"7","1.6666666666666667","0.0","0.6","1.0","2","2","false","MYOCD","4.5","0","2","0",,"0","0","0.8666666666666666","false","0","MYOCD","0","0.75"
"11","1.5","0.05555555555555555","0.6666666666666666","0.0","2","2","false","TRGV5","3.0","0","2","0","0","0","0","0.8333333333333334","false","0","TRGV5","2","1.0"
,"0.0","0.0","0.0","0.0","0","0","true","AQP7","0.0","0","0","0",,"0","0","Infinity","false","0","AQP7","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZSCAN5C","0.0","0","0","0",,"0","0","Infinity","false","0","ZSCAN5C","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CXCR3","0.0","0","0",,"0","0","0","Infinity","false","0","CXCR3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PIPOX","0.0","0","0","0","0","0","0","Infinity","false","0","PIPOX","0","0.0"
"10","5.355263157894737","0.0","0.18673218673218672","1.0","3","8","false","TRAF3IP1","3.6666666666666665","0","3","0","0","0","0","0.604066985645933","false","0","TRAF3IP1","0","0.9166666666666666"
"10","4.381578947368421","0.0","0.22822822822822822","1.0","2","8","false","MAGEB6B","7.0","0","2","0","0","0","0","0.6925837320574163","false","0","MAGEB6B","0","0.7"
,"0.0","0.0","0.0","0.0","0","0","true","PSD2","0.0","0","0","0","0","0","0","Infinity","false","0","PSD2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ASB2","0.0","0","0",,"0","0","0","Infinity","false","0","ASB2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZZZ3","0.0","0","0","0","0","0","0","Infinity","false","0","ZZZ3","0","0.0"
"1","1.25","0.0863095238095238","0.8","0.5333333333333333","6","2","false","TIMP4","5.166666666666667","0","6","0","0","0","0","0.96875","false","0","TIMP4","14","0.6458333333333334"
,"0.0","0.0","0.0","0.0","0","0","true","KLHL35","0.0","0","0",,"0","0","0","Infinity","false","0","KLHL35","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","IQCF5","0.0","0","0","0",,"0","0","Infinity","false","0","IQCF5","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SYNJ2","0.0","0","0","0","0","0","0","Infinity","false","0","SYNJ2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","COA7","0.0","0","0","0","0","0","0","Infinity","false","0","COA7","0","0.0"
"12","1.0","0.16666666666666666","1.0","0.6666666666666666","3","1","false","PPWD1","2.3333333333333335","0","3","0","0","0","0","1.0","false","0","PPWD1","2","0.7777777777777778"
,"0.0","0.0","0.0","0.0","0","0","true","SLC50A1","0.0","0","0","0","0","0","0","Infinity","false","0","SLC50A1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","KRTAP9-2","0.0","0","0","0","0","0","0","Infinity","false","0","KRTAP9-2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZNF280D","0.0","0","0",,"0","0","0","Infinity","false","0","ZNF280D","0","0.0"
"10","3.710526315789474","0.0","0.2695035460992908","1.0","2","8","false","CADM4","10.0","0","2",,"0","0","0","0.7535885167464115","false","0","CADM4","0","0.6666666666666666"
,"0.0","0.0","0.0","0.0","0","0","true","RUBCN","0.0","0","0","0","0","0","0","Infinity","false","0","RUBCN","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SH2D7","0.0","0","0","0","0","0","0","Infinity","false","0","SH2D7","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ESRP2","0.0","0","0","0","0","0","0","Infinity","false","0","ESRP2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","RAPGEFL1","0.0","0","0","0","0","0","0","Infinity","false","0","RAPGEFL1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","NDUFAF6","0.0","0","0","0","0","0","0","Infinity","false","0","NDUFAF6","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SLC25A11","0.0","0","0","0","0","0","0","Infinity","false","0","SLC25A11","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","FCER1A","0.0","0","0","0","0","0","0","Infinity","false","0","FCER1A","0","0.0"
"15","1.3333333333333333","0.0","0.75","1.0","2","2","false","SMAGP","3.0","0","2","0","0","0","0","0.888888888888889","false","0","SMAGP","0","1.0"
,"0.0","0.0","0.0","0.0","0","0","true","UGDH","0.0","0","0","0","0","0","0","Infinity","false","0","UGDH","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","IL1RAPL2","0.0","0","0",,"0","0","0","Infinity","false","0","IL1RAPL2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CASR","0.0","0","0","1",,"1","0","Infinity","false","0","CASR","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ALPK2","0.0","0","0","0","0","0","0","Infinity","false","0","ALPK2","0","0.0"
"10","5.328947368421052","0.0","0.18765432098765433","1.0","2","10","false","NHS","2.5","0","2","0","0","0","0","0.6064593301435407","false","0","NHS","0","0.8333333333333334"
,"0.0","0.0","0.0","0.0","0","0","true","SHISAL2B","0.0","0","0","0","0","0","0","Infinity","false","0","SHISAL2B","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","DCTN1","0.0","0","0","0","0","0","0","Infinity","false","0","DCTN1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CEACAM21","0.0","0","0",,"0","0","0","Infinity","false","0","CEACAM21","0","0.0"
"27","1.3333333333333333","0.16666666666666666","0.75","0.0","2","2","false","SPEM3","2.0","0","2","0","0","0","0","0.8333333333333334","false","0","SPEM3","2","1.0"
"24","2.2666666666666666","0.5142857142857143","0.4411764705882353","0.0","2","4","false","MPPED2","5.0","0","2","0","0","0","0","0.7888888888888889","false","0","MPPED2","192","0.5"
,"0.0","0.0","0.0","0.0","0","0","true","HDGFL1","0.0","0","0",,"0","0","0","Infinity","false","0","HDGFL1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PABPC4","0.0","0","0","0","0","0","0","Infinity","false","0","PABPC4","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ARHGAP11A","0.0","0","0","0","0","0","0","Infinity","false","0","ARHGAP11A","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TREML4","0.0","0","0",,"0","0","0","Infinity","false","0","TREML4","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","HMMR","0.0","0","0","0",,"0","0","Infinity","false","0","HMMR","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ANKRD65","0.0","0","0","0","0","0","0","Infinity","false","0","ANKRD65","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZNF853","0.0","0","0",,"0","0","0","Infinity","false","0","ZNF853","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PDE4B","0.0","0","0",,"0","0","0","Infinity","false","0","PDE4B","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MANEAL","0.0","0","0","0","0","0","0","Infinity","false","0","MANEAL","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZNF718","0.0","0","0",,"0","0","0","Infinity","false","0","ZNF718","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SLC10A1","0.0","0","0","0",,"0","0","Infinity","false","0","SLC10A1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","STK16","0.0","0","0","0","0","0","0","Infinity","false","0","STK16","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZMYND12","0.0","0","0",,"0","0","0","Infinity","false","0","ZMYND12","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","EPM2AIP1","0.0","0","0",,"0","0","0","Infinity","false","0","EPM2AIP1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TMEM231","0.0","0","0","0","0","0","0","Infinity","false","0","TMEM231","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SHISA2","0.0","0","0","0","0","0","0","Infinity","false","0","SHISA2","0","0.0"
"10","4.776315789473684","0.023859649122807015","0.209366391184573","0.0","2","8","false","AIG1","5.5","0","2","0","0","0","0","0.6566985645933014","false","0","AIG1","940","0.75"
,"0.0","0.0","0.0","0.0","0","0","true","NPY4R2","0.0","0","0","0","0","0","0","Infinity","false","0","NPY4R2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ABCB7","0.0","0","0","0","0","0","0","Infinity","false","0","ABCB7","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CREB3L4","0.0","0","0","0",,"0","0","Infinity","false","0","CREB3L4","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CBLIF","0.0","0","0","0","0","0","0","Infinity","false","0","CBLIF","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","DPEP2","0.0","0","0","0","0","0","0","Infinity","false","0","DPEP2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ARF1","0.0","0","0","0","0","0","0","Infinity","false","0","ARF1","0","0.0"
"13","3.0","0.3885732323232323","0.3333333333333333","0.2222222222222222","10","5","false","PUM3","3.2","0","10","0","0","0","0","0.8","false","0","PUM3","550","0.2818181818181818"
"26","4.181818181818182","0.0","0.2391304347826087","1.0","2","7","false","BRIX1","4.0","0","2","0",,"0","0","0.36363636363636365","false","0","BRIX1","0","1.0"
"10","3.8552631578947367","0.0","0.25938566552901027","1.0","2","7","false","TCP11X2","8.5","0","2",,"0","0","0","0.7404306220095694","false","0","TCP11X2","0","0.6071428571428571"
"13","3.9696969696969697","0.06723484848484848","0.25190839694656486","0.5","4","7","false","FAM184B","3.75","0","4","0","0","0","0","0.703030303030303","false","0","FAM184B","130","0.5357142857142857"
,"0.0","0.0","0.0","0.0","0","0","true","SHF","0.0","0","0",,"0","0","0","Infinity","false","0","SHF","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","C17orf75","0.0","0","0","0","0","0","0","Infinity","false","0","C17orf75","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","B4GALNT2","0.0","0","0",,"0","0","0","Infinity","false","0","B4GALNT2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","NAA16","0.0","0","0","0","0","0","0","Infinity","false","0","NAA16","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ERCC4","0.0","0","0","0","0","0","0","Infinity","false","0","ERCC4","0","0.0"
"2","1.7692307692307692","0.0","0.5652173913043479","1.0","3","2","false","OIT3","11.666666666666666","0","3","0","0","0","0","0.9408284023668638","false","0","OIT3","0","0.8974358974358975"
"10","3.75","0.06086466165413534","0.26666666666666666","0.5","4","8","false","ZNF526","6.0","0","4","0","0","0","0","0.75","false","0","ZNF526","884","0.4423076923076923"
,"0.0","0.0","0.0","0.0","0","0","true","AKR1B1","0.0","0","0","0","0","0","0","Infinity","false","0","AKR1B1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MS4A10","0.0","0","0",,"0","0","0","Infinity","false","0","MS4A10","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","IGHV1-69","0.0","0","0","0","0","0","0","Infinity","false","0","IGHV1-69","0","0.0"
"13","3.909090909090909","6.313131313131313E-4","0.2558139534883721","0.6666666666666666","3","6","false","ADORA3","6.333333333333333","0","3",,"0","0","0","0.7090909090909091","false","0","ADORA3","2","0.6333333333333333"
,"0.0","0.0","0.0","0.0","0","0","true","HNF1B","0.0","0","0","0","0","0","0","Infinity","false","0","HNF1B","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","P2RY11","0.0","0","0",,"0","0","0","Infinity","false","0","P2RY11","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SLC25A4","0.0","0","0","0","0","0","0","Infinity","false","0","SLC25A4","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","STRADA","0.0","0","0",,"0","0","0","Infinity","false","0","STRADA","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TRAV12-1","0.0","0","0","0","0","0","0","Infinity","false","0","TRAV12-1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SYVN1","0.0","0","0","0","0","0","0","Infinity","false","0","SYVN1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MAP2K5","0.0","0","0","0","0","0","0","Infinity","false","0","MAP2K5","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TMCO6","0.0","0","0","0","0","0","0","Infinity","false","0","TMCO6","0","0.0"
"19","1.5","0.12222222222222222","0.6666666666666666","0.3333333333333333","3","2","false","OTUD5","3.0","0","3","0","0","0","0","0.8333333333333334","false","0","OTUD5","6","0.5333333333333333"
,"0.0","0.0","0.0","0.0","0","0","true","LETM1","0.0","0","0","0","0","0","0","Infinity","false","0","LETM1","0","0.0"
"5","1.4","0.0","0.7142857142857143","1.0","3","2","false","SYPL1","4.0","0","3",,"0","0","0","0.9199999999999999","false","0","SYPL1","0","0.8"
,"0.0","0.0","0.0","0.0","0","0","true","SESN1","0.0","0","0",,"0","0","0","Infinity","false","0","SESN1","0","0.0"
"4","1.75","0.014030612244897957","0.5714285714285714","0.0","2","2","false","MS4A14","5.5","0","2","0","0","0","0","0.8928571428571429","false","0","MS4A14","4","0.75"
,"0.0","0.0","0.0","0.0","0","0","true","YARS2","0.0","0","0","0","0","0","0","Infinity","false","0","YARS2","0","0.0"
"10","5.9868421052631575","0.0","0.16703296703296705","1.0","2","11","false","TPMT","6.0","0","2","0","0","0","0","0.5466507177033493","false","0","TPMT","0","1.0"
,"0.0","0.0","0.0","0.0","0","0","true","SPANXN1","0.0","0","0","0","0","0","0","Infinity","false","0","SPANXN1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","NUAK2","0.0","0","0","0","0","0","0","Infinity","false","0","NUAK2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","RANBP3","0.0","0","0",,"0","0","0","Infinity","false","0","RANBP3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CPA4","0.0","0","0",,"0","0","0","Infinity","false","0","CPA4","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","NCCRP1","0.0","0","0","0","0","0","0","Infinity","false","0","NCCRP1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","GFY","0.0","0","0","0","0","0","0","Infinity","false","0","GFY","0","0.0"
"10","5.328947368421052","0.0","0.18765432098765433","1.0","2","10","false","LIPK","2.5","0","2","0","0","0","0","0.6064593301435407","false","0","LIPK","0","0.8333333333333334"
,"0.0","0.0","0.0","0.0","0","0","true","KIF27","0.0","0","0",,"0","0","0","Infinity","false","0","KIF27","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CYP20A1","0.0","0","0",,"0","0","0","Infinity","false","0","CYP20A1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ST3GAL3","0.0","0","0","0","0","0","0","Infinity","false","0","ST3GAL3","0","0.0"
"25","2.9523809523809526","0.0761904761904762","0.3387096774193548","0.3333333333333333","3","5","false","ELAVL3","3.6666666666666665","0","3","0",,"0","0","0.6746031746031745","false","0","ELAVL3","40","0.47619047619047616"
,"0.0","0.0","0.0","0.0","0","0","true","C12orf60","0.0","0","0","0","0","0","0","Infinity","false","0","C12orf60","0","0.0"
"26","2.5454545454545454","0.5952380952380952","0.39285714285714285","0.0","4","5","false","YWHAH","3.25","0","4","0","0","0","0","0.6909090909090909","false","0","YWHAH","390","0.25"
,"0.0","0.0","0.0","0.0","0","0","true","DOC2B","0.0","0","0","0","0","0","0","Infinity","false","0","DOC2B","0","0.0"
"10","3.1973684210526314","0.17827151211361744","0.31275720164609055","0.12727272727272726","11","7","false","BDP1","3.4545454545454546","0","11","0","0","0","0","0.8002392344497608","false","0","BDP1","2088","0.1722488038277512"
,"0.0","0.0","0.0","0.0","0","0","true","ASIC1","0.0","0","0",,"0","0","0","Infinity","false","0","ASIC1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SFRP2","0.0","0","0","0","0","0","0","Infinity","false","0","SFRP2","0","0.0"
"25","3.761904761904762","0.002380952380952381","0.2658227848101266","0.0","2","6","false","SAMD15","3.0","0","2","0","0","0","0","0.5396825396825397","false","0","SAMD15","2","0.6666666666666666"
,"0.0","0.0","0.0","0.0","0","0","true","AGR2","0.0","0","0","0","0","0","0","Infinity","false","0","AGR2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SNX27","0.0","0","0","0","0","0","0","Infinity","false","0","SNX27","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TTC7A","0.0","0","0","0","0","0","0","Infinity","false","0","TTC7A","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MSI1","0.0","0","0","0","0","0","0","Infinity","false","0","MSI1","0","0.0"
"10","3.763157894736842","0.013424394319131156","0.26573426573426573","0.0","2","8","false","RUFY1","5.5","0","2","0","0","0","0","0.7488038277511961","false","0","RUFY1","156","0.5"
,"0.0","0.0","0.0","0.0","0","0","true","USP29","0.0","0","0",,"0","0","0","Infinity","false","0","USP29","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","RBM25","0.0","0","0","0","0","0","0","Infinity","false","0","RBM25","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PDCD6","0.0","0","0","0","0","0","0","Infinity","false","0","PDCD6","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TIGD4","0.0","0","0",,"0","0","0","Infinity","false","0","TIGD4","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PRAMEF19","0.0","0","0",,"0","0","0","Infinity","false","0","PRAMEF19","0","0.0"
"8","1.0","0.16666666666666666","1.0","0.6666666666666666","4","1","false","IMMT","3.0","0","4","0","0","0","0","1.0","false","0","IMMT","4","0.75"
"4","1.625","0.08333333333333331","0.6153846153846154","0.16666666666666666","4","3","false","CCDC150","3.25","0","4","0","0","0","0","0.9107142857142857","false","0","CCDC150","10","0.55"
,"0.0","0.0","0.0","0.0","0","0","true","NOM1","0.0","0","0","0","0","0","0","Infinity","false","0","NOM1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TARDBP","0.0","0","0","0","0","0","0","Infinity","false","0","TARDBP","0","0.0"
"13","2.5454545454545454","0.5748106060606061","0.39285714285714285","0.0","3","5","false","RCN1","5.333333333333333","0","3","0","0","0","0","0.8454545454545455","false","0","RCN1","914","0.3333333333333333"
,"0.0","0.0","0.0","0.0","0","0","true","OR52K2","0.0","0","0","0","0","0","0","Infinity","false","0","OR52K2","0","0.0"
"26","3.5454545454545454","0.15728715728715725","0.28205128205128205","0.0","2","6","false","TRBV10-3","2.0","0","2","0","0","0","0","0.4909090909090909","false","0","TRBV10-3","98","0.5"
,"0.0","0.0","0.0","0.0","0","0","true","UNCX","0.0","0","0","0",,"0","0","Infinity","false","0","UNCX","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","THRB","0.0","0","0","0","0","0","0","Infinity","false","0","THRB","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","DLAT","0.0","0","0","0","0","0","0","Infinity","false","0","DLAT","0","0.0"
"10","3.710526315789474","0.0","0.2695035460992908","1.0","2","8","false","MAPK1IP1L","10.0","0","2",,"0","0","0","0.7535885167464115","false","0","MAPK1IP1L","0","0.6666666666666666"
,"0.0","0.0","0.0","0.0","0","0","true","TNFRSF11B","0.0","0","0","0","0","0","0","Infinity","false","0","TNFRSF11B","0","0.0"
"26","4.2272727272727275","0.0","0.23655913978494622","1.0","2","7","false","PRXL2A","2.5","0","2","0","0","0","0","0.3545454545454545","false","0","PRXL2A","0","0.8333333333333334"
,"0.0","0.0","0.0","0.0","0","0","true","GCKR","0.0","0","0","0","0","0","0","Infinity","false","0","GCKR","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","COX6B2","0.0","0","0","0","0","0","0","Infinity","false","0","COX6B2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","NIBAN1","0.0","0","0","0","0","0","0","Infinity","false","0","NIBAN1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","DDI2","0.0","0","0","0","0","0","0","Infinity","false","0","DDI2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CLUH","0.0","0","0","0","0","0","0","Infinity","false","0","CLUH","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","AKR7A3","0.0","0","0","0","0","0","0","Infinity","false","0","AKR7A3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MED1","0.0","0","0","0","0","0","0","Infinity","false","0","MED1","0","0.0"
"8","1.5","0.0","0.6666666666666666","1.0","2","2","false","SCO1","4.0","0","2","0",,"0","0","0.875","false","0","SCO1","0","1.0"
