"__mclCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","OP_A","OP_B","OP_check","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"1","2.185185185185185","9.593505018341619E-4","0.4576271186440678","0.6666666666666666","3","4","false","YME1L1","30.333333333333332","0","3","0","0","0","0","0.9814814814814815","false","0","YME1L1","104","0.4527363184079602"
"9","1.7407407407407407","0.005967078189300411","0.574468085106383","0.5238095238095238","7","2","false","DHRS13","12.428571428571429","0","7","0","0","0","0","0.9725651577503429","false","0","DHRS13","20","0.4603174603174603"
"6","1.9183673469387754","3.978377065111759E-4","0.5212765957446809","0.7","5","3","false","ZNF311","19.6","0","5",,"0","0","0","0.9791280148423006","false","0","ZNF311","6","0.4083333333333333"
"22","1.8333333333333333","0.0","0.5454545454545455","1.0","2","2","false","STX16","7.0","0","2","0",,"0","0","0.9305555555555555","false","0","STX16","0","0.5833333333333334"
"5","1.64","0.0323169893598465","0.6097560975609756","0.24183006535947713","18","2","false","PMS2","12.555555555555555","0","18","0","0","0","0","0.9860869565217392","false","0","PMS2","294","0.2511111111111111"
"3","2.0","0.0","0.5","1.0","2","3","false","CCKAR","34.0","0","2",,"0","0","0","0.9824561403508771","false","0","CCKAR","0","0.5964912280701754"
"18","1.9375","0.0","0.5161290322580645","0.0","1","2","false","ZNF582","16.0","0","1",,"0","0","0","0.94140625","false","0","ZNF582","0","0.0"
"2","1.9523809523809523","2.4450684807714423E-4","0.5121951219512195","0.6666666666666666","4","3","false","SLC2A11","27.5","0","4","0","0","0","0","0.9841269841269842","false","0","SLC2A11","28","0.4435483870967742"
"2","1.9841269841269842","2.4597423716309546E-4","0.504","0.3333333333333333","3","3","false","ITFG2","39.333333333333336","0","3",,"0","0","0","0.9835978835978836","false","0","ITFG2","36","0.65"
"18","1.8125","0.0013888888888888887","0.5517241379310345","0.6666666666666666","3","2","false","RHOBTB3","10.666666666666666","0","3","0","0","0","0","0.94921875","false","0","RHOBTB3","2","0.6666666666666666"
"9","1.6296296296296295","0.01862479084701307","0.6136363636363636","0.37777777777777777","10","2","false","SGCA","10.9","0","10","0","0","0","0","0.9766803840877915","false","0","SGCA","56","0.40370370370370373"
"58","1.0","0.0","1.0","0.0","1","1","false","FKBP10","1.0","0","1","0","0","0","0","1.0","false","0","FKBP10","0","0.0"
"18","1.8125","0.0013888888888888887","0.5517241379310345","0.6666666666666666","3","2","false","RASGEF1B","10.666666666666666","0","3","0","0","0","0","0.94921875","false","0","RASGEF1B","2","0.6666666666666666"
,"0.0","0.0","0.0","0.0","0","0","true","KAT5","0.0","0","0","0","0","0","0","Infinity","false","0","KAT5","0","0.0"
"18","1.9375","0.0","0.5161290322580645","0.0","1","2","false","PLCZ1","16.0","0","1",,"0","0","0","0.94140625","false","0","PLCZ1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","UBA2","0.0","0","0",,"0","0","0","Infinity","false","0","UBA2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","AP3B1","0.0","0","0","0","0","0","0","Infinity","false","0","AP3B1","0","0.0"
"9","1.7777777777777777","0.007692307692307692","0.5625","0.4","6","2","false","GTF2A1L","11.833333333333334","0","6","0","0","0","0","0.9711934156378601","false","0","GTF2A1L","18","0.4382716049382716"
"2","1.9047619047619047","0.0011236781450553015","0.525","0.4666666666666667","6","2","false","SHC2","24.0","0","6",,"0","0","0","0.9849206349206349","false","0","SHC2","56","0.38095238095238093"
"4","1.98","0.0","0.5050505050505051","1.0","2","3","false","TMIGD2","44.0","0","2",,"0","0","0","0.9800000000000001","false","0","TMIGD2","0","0.8979591836734694"
"74","1.0","0.0","1.0","0.0","3","1","false","AR","1.0","0","2","1","1","1","0","1.0","false","1","AR","0","0.0"
"74","1.0","0.0","1.0","0.0","1","1","false","RBL2","1.0","0","1","0","0","0","0","1.0","false","0","RBL2","0","0.0"
