"__leidenCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","OP_A","OP_B","OP_check","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"16","1.4074074074074074","0.04955466344355233","0.7105263157894737","0.45","18","2","false","BMP7","10.75","0","17","1","1","1","0","0.9849108367626885","false","1","BMP7","132","0.39814814814814814"
"16","1.8518518518518519","2.035002035002035E-4","0.54","0.8333333333333334","4","2","false","FAM83C","20.25","0","4",,"0","0","0","0.9684499314128944","false","0","FAM83C","2","0.75"
"17","1.0526315789473684","0.7758284600389863","0.9500000000000001","0.09803921568627451","20","2","false","RELA","2.7222222222222223","0","19","1","1","1","0","0.9970760233918128","false","1","RELA","306","0.1746031746031746"
"17","1.894736842105263","0.001949317738791423","0.5277777777777778","0.6666666666666666","3","3","false","OR51A4","8.666666666666666","0","3","0","0","0","0","0.9502923976608186","false","0","OR51A4","2","0.48148148148148145"
"27","1.0526315789473684","0.18487618619197568","0.9500000000000001","0.39869281045751637","20","2","false","AKT1","7.833333333333333","0","19","1","1","1","0","0.9970760233918128","false","1","AKT1","212","0.41228070175438597"
"27","1.736842105263158","0.10526315789473684","0.5757575757575757","0.6","5","2","false","KLHL40","11.8","0","5","0","0","0","0","0.9590643274853802","false","0","KLHL40","92","0.6444444444444445"
"29","1.1","0.3595707857802177","0.9090909090909091","0.14603174603174604","36","2","false","COL3A1","7.5","0","36","1","1","1","0","0.9972222222222222","false","0","COL3A1","1284","0.1915954415954416"
"15","3.125","0.25","0.32","0.0","2","6","false","PTPN18","1.5","0","2","0","0","0","0","0.2916666666666667","false","0","PTPN18","14","0.5"
"38","0.0","0.0","0.0","0.0","0","0","true","POLB","0.0","0","0","0","0","0","0","Infinity","false","0","POLB","0","0.0"
"39","1.0","0.6047557997557996","1.0","0.1076923076923077","42","1","false","COL1A1","5.2","0","41","1","1","1","0","1.0","false","1","COL1A1","1392","0.13"
"19","1.9090909090909092","0.043419913419913414","0.5238095238095238","0.0","3","3","false","POF1B","5.333333333333333","0","3","0","0","0","0","0.8484848484848485","false","0","POF1B","26","0.7222222222222222"
"19","2.090909090909091","0.011818181818181818","0.4782608695652174","0.0","2","3","false","ANXA3","6.0","0","2","0","0","0","0","0.8181818181818182","false","0","ANXA3","8","0.8333333333333334"
"1","1.0833333333333333","0.3497999695592676","0.9230769230769231","0.15961945031712474","46","2","false","TRAF6","8.659090909090908","0","45","1","1","1","0","0.9981060606060606","false","1","TRAF6","1918","0.18039772727272727"
"63","1.0","0.3286363636363636","1.0","0.1641025641025641","40","1","false","COL1A2","7.4","0","40","1","1","1","0","1.0","false","0","COL1A2","1304","0.185"
"63","1.875","6.351981351981353E-4","0.5333333333333333","0.7","5","2","false","NAP1L3","27.2","0","5","0","0","0","0","0.978125","false","0","NAP1L3","6","0.68"
"76","1.6","0.023701738874152663","0.625","0.36363636363636365","12","2","false","RAMACL","11.75","0","12","0","0","0","0","0.98","false","0","RAMACL","84","0.39166666666666666"
"76","1.0","0.32356042425007936","1.0","0.2620689655172414","30","1","false","MYCL","8.6","0","30","1","1","1","0","1.0","false","0","MYCL","642","0.2866666666666667"
"77","1.7142857142857142","0.014909732163810268","0.5833333333333334","0.2","10","2","false","FGF10","11.3","0","10","0",,"0","0","0.9789915966386554","false","0","FGF10","88","0.32285714285714284"
"77","1.0285714285714285","0.47099358103312633","0.9722222222222223","0.18716577540106952","36","2","false","TP53","7.264705882352941","0","35","1","1","1","0","0.9991596638655463","false","1","TP53","1014","0.20756302521008405"
"5","1.7241379310344827","0.07574351961667233","0.5800000000000001","0.34545454545454546","11","3","false","BMI1","8.090909090909092","0","11","0","0","0","0","0.9482758620689655","false","0","BMI1","202","0.32954545454545453"
"29","1.775","0.009228988603988604","0.5633802816901409","0.3333333333333333","9","2","false","ELAC2","14.444444444444445","0","9","0","0","0","0","0.9784722222222223","false","0","ELAC2","66","0.3611111111111111"
"5","2.103448275862069","0.03064449917898194","0.4754098360655738","0.0","4","3","false","CLN5","6.75","0","4","0","0","0","0","0.9211822660098522","false","0","CLN5","84","0.3194444444444444"
"85","1.0","0.8555555555555556","1.0","0.1111111111111111","10","1","false","COL5A1","2.0","0","10","1","1","1","0","1.0","false","0","COL5A1","80","0.24285714285714285"
"10","1.9333333333333333","0.0","0.5172413793103449","1.0","2","2","false","RAB38","26.5","0","2","0","0","0","0","0.9688888888888889","false","0","RAB38","0","0.8833333333333333"
"87","1.8928571428571428","0.0","0.5283018867924528","1.0","3","2","false","SRRM5","20.333333333333332","0","3","0","0","0","0","0.9681122448979592","false","0","SRRM5","0","0.7261904761904762"
"87","1.0","0.4111982447299908","1.0","0.21428571428571427","28","1","false","PROCR","6.785714285714286","0","28","1","1","1","0","1.0","false","0","PROCR","594","0.2423469387755102"
"88","1.0","0.38986928104575164","1.0","0.2679738562091503","18","1","false","SPP1","5.555555555555555","0","18","1","1","1","0","1.0","false","0","SPP1","224","0.30864197530864196"
"88","1.8333333333333333","0.0016339869281045752","0.5454545454545455","0.6666666666666666","3","2","false","RFESD","11.666666666666666","0","3",,"0","0","0","0.9537037037037037","false","0","RFESD","2","0.6481481481481481"
"29","1.85","0.011516532121248146","0.5405405405405405","0.3055555555555556","11","3","false","NFKB1","11.88888888888889","0","10","1","1","1","0","0.9763888888888889","false","1","NFKB1","80","0.3271604938271605"
"16","1.1481481481481481","0.18472175972175978","0.8709677419354839","0.25296442687747034","25","2","false","PRKACA","7.956521739130435","0","24","1","1","1","0","0.9945130315500685","false","1","PRKACA","378","0.2946859903381642"
"61","1.68","0.012869047619047618","0.5952380952380952","0.5","8","2","false","IGHV7-81","10.625","0","8","0","0","0","0","0.9728","false","0","IGHV7-81","28","0.425"
"61","1.0","0.36063888888888895","1.0","0.23333333333333334","27","1","false","BMP2","6.6","0","26","1","1","1","0","1.0","false","1","BMP2","460","0.264"
"28","1.8076923076923077","0.04597802197802197","0.5531914893617021","0.14285714285714285","9","3","false","MAPK1","6.0","0","8","1","1","1","0","0.9648829431438127","false","1","MAPK1","66","0.2653061224489796"
"91","0.0","0.0","0.0","0.0","0","0","true","RNF157","0.0","0","0",,"0","0","0","Infinity","false","0","RNF157","0","0.0"
"88","1.3888888888888888","0.08850762527233116","0.72","0.34545454545454546","11","2","false","CC2D1B","6.818181818181818","0","11","0","0","0","0","0.9783950617283951","false","0","CC2D1B","72","0.3787878787878788"
"78","0.0","0.0","0.0","0.0","0","0","true","IFNK","0.0","0","0",,"0","0","0","Infinity","false","0","IFNK","0","0.0"
"53","1.1818181818181819","0.5212121212121211","0.8461538461538461","0.25","11","2","false","CASP3","3.2222222222222223","0","10","1","1","1","0","0.9797979797979798","false","1","CASP3","78","0.29292929292929293"
"82","1.0769230769230769","0.39636752136752135","0.9285714285714286","0.25757575757575757","14","2","false","SRC","3.9166666666666665","0","13","1","1","1","0","0.9935897435897436","false","1","SRC","112","0.30128205128205127"
"82","1.5384615384615385","0.16559829059829057","0.6499999999999999","0.4666666666666667","6","2","false","COL4A4","6.0","0","6","0","0","0","0","0.9551282051282052","false","0","COL4A4","48","0.4861111111111111"
"7","2.6666666666666665","0.0","0.375","0.0","1","4","false","RPS27L","2.0","0","1","0","0","0","0","0.5833333333333334","false","0","RPS27L","0","0.0"
"87","1.75","0.009313848996388678","0.5714285714285714","0.38095238095238093","7","2","false","TMEM41A","12.142857142857142","0","7","0","0","0","0","0.9732142857142857","false","0","TMEM41A","26","0.4336734693877551"
"88","1.7777777777777777","0.0","0.5625","1.0","4","2","false","POLR3GL","12.5","0","4",,"0","0","0","0.95679012345679","false","0","POLR3GL","0","0.6944444444444444"
"51","1.25","0.14499158249158245","0.8","0.4444444444444444","11","2","false","PTGS2","4.888888888888889","0","10","1","1","1","0","0.9722222222222222","false","1","PTGS2","64","0.4074074074074074"
"51","1.75","0.0035774410774410776","0.5714285714285714","0.8333333333333334","4","3","false","EPB41L3","8.0","0","4","0","0","0","0","0.9166666666666666","false","0","EPB41L3","4","0.7272727272727273"
"39","1.875","0.0023504273504273503","0.5333333333333333","0.4","5","2","false","GPR146","13.4","0","5","0","0","0","0","0.978125","false","0","GPR146","12","0.335"
"76","1.9","0.0","0.5263157894736842","1.0","3","2","false","STK3","22.0","0","3","0","0","0","0","0.9700000000000001","false","0","STK3","0","0.7333333333333333"
"93","1.05","0.5822431077694236","0.9523809523809523","0.17543859649122806","21","2","false","PGR","4.2105263157894735","0","20","1","1","1","0","0.9973684210526316","false","1","PGR","308","0.23839009287925697"
"93","1.9","0.002631578947368421","0.5263157894736842","0.6666666666666666","3","3","false","ERLEC1","9.0","0","3","0","0","0","0","0.9526315789473685","false","0","ERLEC1","2","0.47368421052631576"
"40","0.0","0.0","0.0","0.0","0","0","true","IKBKE-AS1","0.0","0","0",,"0","0","0","Infinity","false","0","IKBKE-AS1","0","0.0"
"30","0.0","0.0","0.0","0.0","0","0","true","KLK9","0.0","0","0",,"0","0","0","Infinity","false","0","KLK9","0","0.0"
"41","1.5","0.0","0.6666666666666666","0.0","1","2","false","DPH1","2.0","0","1","0","0","0","0","0.75","false","0","DPH1","0","0.0"
"95","1.0","0.658119658119658","1.0","0.16666666666666666","13","1","false","VTN","3.0","0","13","1","1","1","0","1.0","false","0","VTN","130","0.27692307692307694"
"95","1.8461538461538463","0.0","0.5416666666666666","1.0","2","2","false","PFKL","10.5","0","2","0","0","0","0","0.9349112426035503","false","0","PFKL","0","0.8076923076923077"
"97","1.0576923076923077","0.49807850622668537","0.9454545454545454","0.09863945578231292","49","2","false","COL5A3","6.714285714285714","0","49","1","1","1","0","0.9988226059654631","false","0","COL5A3","3002","0.12912087912087913"
"97","1.7692307692307692","0.014636011801293168","0.5652173913043479","0.3787878787878788","12","2","false","RARS1","10.5","0","12","0","0","0","0","0.9843014128728415","false","0","RARS1","170","0.20192307692307693"
"63","1.925","0.0","0.5194805194805194","1.0","3","2","false","ZNF669","29.666666666666668","0","3",,"0","0","0","0.976875","false","0","ZNF669","0","0.7416666666666667"
"10","1.9","2.8735632183908046E-4","0.5263157894736842","0.6666666666666666","3","2","false","SMIM44","20.666666666666668","0","3","0","0","0","0","0.9700000000000001","false","0","SMIM44","2","0.6888888888888889"
"88","1.4444444444444444","0.04651416122004357","0.6923076923076923","0.4888888888888889","10","2","false","PRR5","8.0","0","10","0","0","0","0","0.9753086419753088","false","0","PRR5","46","0.4444444444444444"
"39","1.85","0.004807692307692308","0.5405405405405405","0.4666666666666667","6","2","false","NPAS1","10.333333333333334","0","6","0","0","0","0","0.97875","false","0","NPAS1","16","0.25833333333333336"
"15","2.625","0.42857142857142855","0.38095238095238093","0.0","2","5","false","FITM2","2.0","0","2","0","0","0","0","0.4583333333333333","false","0","FITM2","24","0.5"
"102","1.1818181818181819","0.7727272727272727","0.8461538461538461","0.1111111111111111","11","2","false","PTGS1","2.111111111111111","0","10","1","1","1","0","0.9797979797979798","false","1","PTGS1","92","0.23809523809523808"
"102","2.090909090909091","0.0","0.4782608695652174","0.0","1","3","false","CLCA2","9.0","0","1",,"0","0","0","0.8787878787878788","false","0","CLCA2","0","0.0"
"16","1.7407407407407407","0.0013036346369679705","0.574468085106383","0.8571428571428571","7","2","false","ARHGAP28","16.142857142857142","0","7",,"0","0","0","0.9725651577503429","false","0","ARHGAP28","6","0.5978835978835979"
"31","1.5","0.0","0.6666666666666666","0.0","1","2","false","SNAP47","2.0","0","1","0","0","0","0","0.75","false","0","SNAP47","0","0.0"
"97","1.8269230769230769","0.011205603167147596","0.5473684210526316","0.19444444444444445","9","2","false","NCR1","14.777777777777779","0","9","0",,"0","0","0.9831240188383045","false","0","NCR1","234","0.2911111111111111"
"2","1.015625","0.2675229800787836","0.9846153846153847","0.11623143881208398","65","2","false","COL5A2","9.095238095238095","0","64","1","1","1","0","0.9997519841269841","false","1","COL5A2","3452","0.14211309523809523"
"2","1.390625","0.07799516565885611","0.7191011235955056","0.1700404858299595","39","2","false","RABL6","11.153846153846153","0","39","0","0","0","0","0.9937996031746031","false","0","RABL6","1230","0.17427884615384615"
"32","2.0","0.0","0.5","0.0","1","3","false","UTS2R","3.0","0","1",,"0","0","0","0.6666666666666666","false","0","UTS2R","0","0.0"
"83","1.0","0.861111111111111","1.0","0.1111111111111111","11","1","false","GSK3B","1.8888888888888888","0","10","1","1","1","0","1.0","false","1","GSK3B","64","0.25925925925925924"
"83","1.6666666666666667","0.013888888888888888","0.6","0.6666666666666666","3","2","false","ZNF710","4.333333333333333","0","3","0","0","0","0","0.925925925925926","false","0","ZNF710","2","0.48148148148148145"
"28","1.1153846153846154","0.48332234432234433","0.896551724137931","0.14624505928853754","25","2","false","BCL2","4.521739130434782","0","24","1","1","1","0","0.9949832775919731","false","1","BCL2","484","0.1791304347826087"
"19","2.272727272727273","0.00974025974025974","0.43999999999999995","0.0","2","4","false","CAPG","5.0","0","2","0","0","0","0","0.7878787878787877","false","0","CAPG","6","0.8"
"18","0.0","0.0","0.0","0.0","0","0","true","EGR3","0.0","0","0",,"0","0","0","Infinity","false","0","EGR3","0","0.0"
"62","1.0","0.565076923076923","1.0","0.14153846153846153","28","1","false","TNFSF11","4.538461538461538","0","27","1","1","1","0","1.0","false","1","TNFSF11","558","0.17455621301775148"
"62","1.7692307692307692","0.011282051282051281","0.5652173913043479","0.4666666666666667","6","2","false","HSP90AA4P","9.5","0","6","0","0","0","0","0.9704142011834319","false","0","HSP90AA4P","16","0.36538461538461536"
"2","1.9375","1.8778344671201813E-5","0.5161290322580645","0.6666666666666666","4","2","false","TCEANC","49.5","0","4","0","0","0","0","0.9851190476190477","false","0","TCEANC","4","0.7734375"
"10","1.9","0.0011494252873563218","0.5263157894736842","0.6666666666666666","3","2","false","IGKV2D-30","14.333333333333334","0","3","0",,"0","0","0.9700000000000001","false","0","IGKV2D-30","2","0.4777777777777778"
"62","1.6538461538461537","0.026666666666666665","0.6046511627906977","0.3888888888888889","9","2","false","DCDC2C","8.88888888888889","0","9","0","0","0","0","0.9748520710059172","false","0","DCDC2C","44","0.3418803418803419"
"64","0.0","0.0","0.0","0.0","0","0","true","FRMD6-AS1","0.0","0","0",,"0","0","0","Infinity","false","0","FRMD6-AS1","0","0.0"
"115","1.0","0.75","1.0","0.2","7","1","false","ESR1","1.8","0","6","1","1","1","0","1.0","false","1","ESR1","16","0.4666666666666667"
"115","1.6","0.0","0.625","1.0","2","2","false","TAOK3","4.0","0","2","0","0","0","0","0.8800000000000001","false","0","TAOK3","0","0.8"
"28","1.9615384615384615","0.0015384615384615385","0.5098039215686275","0.6666666666666666","3","3","false","LRFN3","10.0","0","3","0","0","0","0","0.9581939799331104","false","0","LRFN3","2","0.4166666666666667"
"116","1.2857142857142858","0.5952380952380952","0.7777777777777777","0.3","7","2","false","NTRK1","2.6","0","6","1","1","1","0","0.9428571428571428","false","1","NTRK1","30","0.4"
"116","1.7142857142857142","0.2857142857142857","0.5833333333333334","0.3333333333333333","3","3","false","IFNLR1","3.3333333333333335","0","3","0","0","0","0","0.8571428571428571","false","0","IFNLR1","16","0.6"
"29","1.9","0.0012655400155400153","0.5263157894736842","0.3","5","3","false","RIPK2","21.0","0","5","0",,"0","0","0.9750000000000001","false","0","RIPK2","26","0.5473684210526316"
"85","1.9","0.0","0.5263157894736842","0.0","1","2","false","FOXRED2","10.0","0","1",,"0","0","0","0.9099999999999999","false","0","FOXRED2","0","0.0"
"63","1.85","1.7482517482517483E-4","0.5405405405405405","0.8666666666666667","6","2","false","OR9A1P","25.333333333333332","0","6",,"0","0","0","0.97875","false","0","OR9A1P","4","0.6333333333333333"
"27","1.5789473684210527","0.014728594991752886","0.6333333333333333","0.6666666666666666","9","3","false","PGA4","11.0","0","9","0","0","0","0","0.9678362573099416","false","0","PGA4","24","0.6111111111111112"
"39","1.775","0.013782051282051282","0.5633802816901409","0.2777777777777778","9","2","false","CFAP107","10.88888888888889","0","9","0","0","0","0","0.9806250000000001","false","0","CFAP107","52","0.2722222222222222"
"10","1.9333333333333333","0.0","0.5172413793103449","1.0","2","2","false","NKX2-8","26.5","0","2","0","0","0","0","0.9688888888888889","false","0","NKX2-8","0","0.8833333333333333"
"77","1.7714285714285714","0.004982427908774918","0.5645161290322581","0.42857142857142855","8","2","false","C3orf84","14.375","0","8","0","0","0","0","0.9773109243697479","false","0","C3orf84","42","0.4107142857142857"
"42","0.0","0.0","0.0","0.0","0","0","true","PPM1J","0.0","0","0","0","0","0","0","Infinity","false","0","PPM1J","0","0.0"
"2","1.921875","4.633566389518771E-5","0.5203252032520326","0.7","5","2","false","NPY4R","44.8","0","5","0","0","0","0","0.9853670634920635","false","0","NPY4R","6","0.7"
"2","1.890625","8.767164273116654E-4","0.5289256198347108","0.47619047619047616","7","2","false","CYB5RL","31.0","0","7","0","0","0","0","0.9858630952380952","false","0","CYB5RL","22","0.484375"
"77","1.9714285714285715","0.0","0.5072463768115941","1.0","2","3","false","TBC1D28","26.0","0","2",,"0","0","0","0.9714285714285713","false","0","TBC1D28","0","0.7647058823529411"
"69","2.0","0.0","0.5","0.0","1","3","false","CRTC3","5.0","0","1","0","0","0","0","0.8","false","0","CRTC3","0","0.0"
"63","1.875","5.8275058275058275E-5","0.5333333333333333","0.9","5","2","false","UAP1","28.8","0","5","0","0","0","0","0.978125","false","0","UAP1","2","0.72"
"28","1.8461538461538463","0.0074761904761904766","0.5416666666666666","0.3333333333333333","4","2","false","NCAPG","11.25","0","4","0","0","0","0","0.9632107023411371","false","0","NCAPG","20","0.44"
"27","1.894736842105263","4.49842555105713E-4","0.5277777777777778","0.6666666666666666","3","3","false","PDXDC1","16.0","0","3","0","0","0","0","0.9502923976608186","false","0","PDXDC1","2","0.8888888888888888"
"117","1.0714285714285714","0.4945054945054945","0.9333333333333333","0.21794871794871795","15","2","false","JUN","3.6923076923076925","0","14","1","1","1","0","0.9945054945054945","false","1","JUN","142","0.26373626373626374"
"117","1.9285714285714286","0.0","0.5185185185185185","1.0","2","3","false","TPPP2","10.0","0","2","0","0","0","0","0.9285714285714286","false","0","TPPP2","0","0.7692307692307693"
"70","1.0","1.0","1.0","0.0","2","1","false","PECAM1","1.0","0","2","0","0","0","0","1.0","false","0","PECAM1","2","0.0"
"104","3.3333333333333335","0.0","0.3","0.0","1","5","false","ZNF185","2.0","0","1",,"0","0","0","0.22222222222222218","false","0","ZNF185","0","0.0"
"19","1.5454545454545454","0.3261904761904761","0.6470588235294118","0.0","6","3","false","GABPA","2.8333333333333335","0","6","0","0","0","0","0.9090909090909092","false","0","GABPA","98","0.4583333333333333"
"118","1.0","0.0","1.0","0.0","1","1","false","CYB5A","1.0","0","1","0","0","0","0","1.0","false","0","CYB5A","0","0.0"
"1","1.7708333333333333","0.007686331186230112","0.5647058823529412","0.36363636363636365","11","2","false","OR51M1","16.90909090909091","0","11","0","0","0","0","0.9824810606060606","false","0","OR51M1","142","0.3522727272727273"
"77","1.8857142857142857","0.0015533486121721415","0.5303030303030303","0.5","5","3","false","MOB2","15.2","0","5","0","0","0","0","0.9739495798319328","false","0","MOB2","10","0.4470588235294118"
"84","1.1176470588235294","0.5417892156862745","0.8947368421052632","0.20952380952380953","15","2","false","CTSK","4.133333333333334","0","15","1","1","1","0","0.9921568627450981","false","0","CTSK","218","0.26666666666666666"
"84","1.7058823529411764","0.012622549019607842","0.5862068965517242","0.7","5","2","false","CASKIN2","7.8","0","5","0","0","0","0","0.9529411764705883","false","0","CASKIN2","14","0.4588235294117647"
"62","1.7307692307692308","0.011743589743589742","0.5777777777777777","0.42857142857142855","7","2","false","CTNNA3","10.0","0","7","0","0","0","0","0.9718934911242604","false","0","CTNNA3","24","0.38461538461538464"
"92","1.5","0.0","0.6666666666666666","0.0","1","2","false","CHPF2","2.0","0","1",,"0","0","0","0.75","false","0","CHPF2","0","0.0"
"58","1.8888888888888888","0.0","0.5294117647058824","1.0","2","3","false","VGLL3","5.0","0","2","0","0","0","0","0.8222222222222222","false","0","VGLL3","0","0.625"
"56","2.0","0.0","0.5","0.0","1","3","false","OOSP4A","11.0","0","1","0",,"0","0","0.9090909090909091","false","0","OOSP4A","0","0.0"
"56","1.0833333333333333","0.9242424242424243","0.9230769230769231","0.05454545454545454","11","2","false","BGLAP","1.6363636363636365","0","11","1","1","1","0","0.9924242424242423","false","0","BGLAP","122","0.16883116883116883"
"33","0.0","0.0","0.0","0.0","0","0","true","RUNDC3B","0.0","0","0","0","0","0","0","Infinity","false","0","RUNDC3B","0","0.0"
"119","0.0","0.0","0.0","0.0","0","0","true","OR13C8","0.0","0","0","0",,"0","0","Infinity","false","0","OR13C8","0","0.0"
"95","1.7692307692307692","0.003205128205128205","0.5652173913043479","0.6666666666666666","3","2","false","RPS6KC1","7.333333333333333","0","3",,"0","0","0","0.9408284023668638","false","0","RPS6KC1","2","0.5641025641025641"
"120","1.105263157894737","0.39580896686159833","0.9047619047619047","0.17647058823529413","19","2","false","MAPK14","4.0588235294117645","0","18","1","1","1","0","0.9938080495356038","false","1","MAPK14","294","0.21362229102167182"
"120","1.894736842105263","0.0","0.5277777777777778","1.0","3","3","false","YME1L1","12.666666666666666","0","3","0","0","0","0","0.9473684210526315","false","0","YME1L1","0","0.7037037037037037"
"87","1.75","0.005540858318636095","0.5714285714285714","0.5238095238095238","7","2","false","DHRS13","12.857142857142858","0","7","0","0","0","0","0.9732142857142857","false","0","DHRS13","20","0.45918367346938777"
"29","1.875","5.76923076923077E-4","0.5333333333333333","0.7","5","2","false","ZNF311","18.8","0","5",,"0","0","0","0.9756944444444444","false","0","ZNF311","6","0.47"
"56","1.9166666666666667","0.0","0.5217391304347826","1.0","2","3","false","STX16","6.5","0","2","0",,"0","0","0.9166666666666667","false","0","STX16","0","0.5909090909090909"
"1","1.6041666666666667","0.03227489228427901","0.6233766233766234","0.2573099415204678","19","2","false","PMS2","13.052631578947368","0","19","0","0","0","0","0.9862689393939394","false","0","PMS2","298","0.2719298245614035"
"43","0.0","0.0","0.0","0.0","0","0","true","CCKAR","0.0","0","0",,"0","0","0","Infinity","false","0","CCKAR","0","0.0"
"93","2.0","0.0","0.5","0.0","1","3","false","ZNF582","19.0","0","1",,"0","0","0","0.9473684210526315","false","0","ZNF582","0","0.0"
"97","1.9423076923076923","1.5812355271594203E-4","0.5148514851485149","0.6666666666666666","4","3","false","SLC2A11","25.0","0","4","0","0","0","0","0.9807692307692307","false","0","SLC2A11","12","0.49019607843137253"
"97","1.9807692307692308","1.5733738769863688E-4","0.5048543689320388","0.3333333333333333","3","3","false","ITFG2","35.333333333333336","0","3",,"0","0","0","0.9799843014128727","false","0","ITFG2","18","0.7142857142857143"
"93","1.85","0.003383458646616541","0.5405405405405405","0.5","4","3","false","RHOBTB3","10.75","0","4","0","0","0","0","0.9552631578947368","false","0","RHOBTB3","6","0.5657894736842105"
"87","1.6428571428571428","0.017231460485428736","0.6086956521739131","0.37777777777777777","10","2","false","SGCA","11.3","0","10","0","0","0","0","0.9770408163265306","false","0","SGCA","56","0.4035714285714286"
"17","2.736842105263158","0.0","0.36538461538461536","0.0","1","3","false","FKBP10","4.0","0","1","0","0","0","0","0.9035087719298246","false","0","FKBP10","0","0.0"
"93","1.9","7.518796992481202E-4","0.5263157894736842","0.6666666666666666","3","3","false","RASGEF1B","12.666666666666666","0","3","0","0","0","0","0.9526315789473685","false","0","RASGEF1B","2","0.6666666666666666"
"77","2.4","0.0014005602240896359","0.4166666666666667","0.0","3","3","false","KAT5","8.333333333333334","0","3","0","0","0","0","0.9588235294117647","false","0","KAT5","6","0.4888888888888889"
"93","2.0","0.0","0.5","0.0","1","3","false","PLCZ1","19.0","0","1",,"0","0","0","0.9473684210526315","false","0","PLCZ1","0","0.0"
"2","1.859375","0.0017715419501133792","0.5378151260504201","0.4722222222222222","9","2","false","UBA2","22.88888888888889","0","9",,"0","0","0","0.986359126984127","false","0","UBA2","38","0.3576388888888889"
"93","1.8","0.011842105263157895","0.5555555555555556","0.4","5","3","false","AP3B1","7.6","0","5","0","0","0","0","0.9578947368421052","false","0","AP3B1","12","0.4"
"87","1.7857142857142858","0.007142857142857143","0.5599999999999999","0.4","6","2","false","GTF2A1L","12.166666666666666","0","6","0","0","0","0","0.9719387755102041","false","0","GTF2A1L","18","0.43452380952380953"
"97","1.8846153846153846","0.001417871515879824","0.5306122448979592","0.4666666666666667","6","2","false","SHC2","21.833333333333332","0","6",,"0","0","0","0.9819466248037676","false","0","SHC2","38","0.4198717948717949"
"65","0.0","0.0","0.0","0.0","0","0","true","TMIGD2","0.0","0","0",,"0","0","0","Infinity","false","0","TMIGD2","0","0.0"
"121","1.5","0.0","0.6666666666666666","0.0","3","2","false","AR","2.0","0","2","1","1","1","0","0.75","false","1","AR","0","0.0"
"121","1.0","1.0","1.0","0.0","2","1","false","RBL2","1.0","0","2","0","0","0","0","1.0","false","0","RBL2","2","0.0"
"63","1.875","0.0","0.5333333333333333","1.0","5","2","false","GTF2H1","26.2","0","5","0","0","0","0","0.978125","false","0","GTF2H1","0","0.655"
"52","1.8","0.6000000000000001","0.5555555555555556","0.0","2","3","false","GPANK1","2.0","0","2","0","0","0","0","0.6","false","0","GPANK1","12","0.5"
"16","1.8888888888888888","0.0","0.5294117647058824","1.0","3","2","false","NCAPH","19.0","0","3",,"0","0","0","0.9670781893004116","false","0","NCAPH","0","0.7037037037037037"
"39","1.75","0.014178876678876677","0.5714285714285714","0.35555555555555557","10","2","false","KCNK13","12.5","0","10","0","0","0","0","0.98125","false","0","KCNK13","58","0.3125"
