uidA,uidB,Predicted Classes,Probability Score,Regression Value,mean_prob_aff,stringdb_check,score_norm,uidA_irefindex,uidB_irefindex,method,Host_organism_taxid,numParticipants,irefindex_check,GeneA,GeneB,OP_A,OP_B,OP_check
Q9UK39,Q99788,1,0.726829268,0.40089844,0.563863854,0,,,,,,,0,NOCT,CMKLR1,0,0,0
Q9UK39,A6H8Y1,1,0.526829268,0.401603046,0.464216157,0,,,,,,,0,NOCT,BDP1,0,0,0
Q9UK39,Q8NFC6,1,0.526829268,0.40160302,0.464216144,0,,,,,,,0,NOCT,BOD1L1,0,0,0
Q8N1B3,A6H8Y1,1,0.526829268,0.401603083,0.464216176,0,,,,,,,0,CCNQ,BDP1,0,0,0
Q8N1B3,Q8NFC6,1,0.526829268,0.40160316,0.464216214,0,,,,,,,0,CCNQ,BOD1L1,0,0,0
O15209,Q8IYE1,1,0.72195122,0.401308856,0.561630038,0,,,,,,,0,ZBTB22,CCDC13,0,0,0
Q9P2M7,Q6PCB0,1,0.551219512,0.401554791,0.476387152,0,,,,,,,0,CGN,VWA1,0,0,0
Q9P2M7,Q6UUV7,1,0.746341463,0.401529681,0.573935572,0,,,,,,,0,CGN,CRTC3,0,0,0
Q9P2M7,P0C5J1,1,0.551219512,0.401554727,0.476387119,0,,,,,,,0,CGN,FAM86B2,0,0,0
Q9P2M7,Q9UNM6,1,0.551219512,0.401554749,0.476387131,0,,,,,,,0,CGN,PSMD13,0,0,0
Q9P2M7,Q14966,1,0.746341463,0.40130582,0.573823642,0,,,,,,,0,CGN,ZNF638,0,0,0
Q9P2M7,Q7L804,1,0.736585366,0.401585399,0.569085382,0,,,,,,,0,CGN,RAB11FIP2,0,0,0
Q9P2M7,Q9Y6F8,1,0.536585366,0.401554976,0.469070171,0,,,,,,,0,CGN,CDY1B,0,0,0
Q9P2M7,P36957,1,0.72195122,0.401321356,0.561636288,0,,,,,,,0,CGN,DLST,0,0,0
Q9P2M7,O75410,1,0.551219512,0.401554767,0.476387139,0,,,,,,,0,CGN,TACC1,0,0,0
Q9P2M7,Q96KQ4,1,0.726829268,0.401371625,0.564100447,0,,,,,,,0,CGN,PPP1R13B,0,0,0
Q9P2M7,Q13148,1,0.551219512,0.401554823,0.476387168,0,,,,,,,0,CGN,TARDBP,0,0,0
Q9P2M7,P53602,1,0.551219512,0.401554758,0.476387135,0,,,,,,,0,CGN,MVD,0,0,0
Q9BZG8,Q9H3D4,1,0.726829268,0.401306625,0.564067946,0,,,,,,,0,DPH1,TP63,0,0,0
Q9BZG8,Q9Y2G2,1,0.726829268,0.400898889,0.563864079,0,,,,,,,0,DPH1,CARD8,0,0,0
P12755,O75688,1,0.726829268,0.401321417,0.564075343,1,0.167255595,,,,,,0,SKI,PPM1B,0,0,0
P12755,P63279,1,0.72195122,0.401321146,0.561636183,0,,,,,,,0,SKI,UBE2I,0,0,0
P12755,Q86SS6,1,0.52195122,0.401554952,0.461753086,0,,,,,,,0,SKI,SYT9,0,0,0
P12755,Q9UJS0,1,0.72195122,0.401308492,0.561629856,0,,,,,,,0,SKI,SLC25A13,0,0,0
P12755,Q9BQA1,1,0.746341463,0.40154209,0.573941777,0,,,,,,,0,SKI,WDR77,0,0,0
P12755,Q9Y618,1,0.829268293,0.401306308,0.6152873,0,,,,,,,0,SKI,NCOR2,0,0,0
P12755,Q9HB89,1,0.526829268,0.401633407,0.464231338,0,,,,,,,0,SKI,NMUR1,0,0,0
P12755,P58417,1,0.526829268,0.401554824,0.464192046,0,,,,,,,0,SKI,NXPH1,0,0,0
P12755,P52272,1,0.726829268,0.401754089,0.564291679,1,0.167255595,,,,,,0,SKI,HNRNPM,0,0,0
P12755,Q14005,1,0.526829268,0.401633024,0.464231146,0,,,,,,,0,SKI,IL16,0,0,0
P12755,P51608,1,0.726829268,0.40130694,0.564068104,0,,,,,,,0,SKI,MECP2,0,0,0
P12755,P12235,1,0.751219512,0.401316811,0.576268162,0,,,,,,,0,SKI,SLC25A4,0,0,0
Q92802,Q9ULT0,1,0.526829268,0.401555469,0.464192369,0,,,,,,,0,N4BP2L2,TTC7A,0,0,0
Q92802,Q5T200,1,0.551219512,0.401554574,0.476387043,0,,,,,,,0,N4BP2L2,ZC3H13,0,0,0
Q92802,Q9BSU3,1,0.726829268,0.40130691,0.564068089,0,,,,,,,0,N4BP2L2,NAA11,0,0,0
Q92802,A0A1B0GUW6,1,0.526829268,0.401554961,0.464192114,0,,,,,,,0,N4BP2L2,SPEM3,0,0,0
Q92802,P52272,1,0.72195122,0.401496434,0.561723827,0,,,,,,,0,N4BP2L2,HNRNPM,0,0,0
Q92802,P13727,1,0.726829268,0.401306471,0.56406787,0,,,,,,,0,N4BP2L2,PRG2,0,0,0
Q8IZQ8,Q9Y2R4,1,0.536585366,0.401554881,0.469070123,0,,,,,,,0,MYOCD,DDX52,0,0,0
Q8IZQ8,Q969V6,1,0.72195122,0.401095823,0.561523521,0,,,,,,,0,MYOCD,MRTFA,0,0,0
Q8IZQ8,Q6UUV7,1,0.551219512,0.401554826,0.476387169,0,,,,,,,0,MYOCD,CRTC3,0,0,0
Q8IZQ8,Q96DC7,1,0.526829268,0.401555234,0.464192251,0,,,,,,,0,MYOCD,TMCO6,0,0,0
Q8IZQ8,O00512,1,0.551219512,0.401554973,0.476387243,0,,,,,,,0,MYOCD,BCL9,0,0,0
Q8IZQ8,A0A0B4J271,1,0.551219512,0.401554688,0.4763871,0,,,,,,,0,MYOCD,TRAV12-3,0,0,0
Q8IZQ8,Q5HYW3,1,0.52195122,0.401555002,0.461753111,0,,,,,,,0,MYOCD,RTL5,0,0,0
Q8IZQ8,Q6UX07,1,0.551219512,0.401554709,0.47638711,0,,,,,,,0,MYOCD,DHRS13,0,0,0
Q8IZQ8,Q16586,1,0.551219512,0.401555081,0.476387296,0,,,,,,,0,MYOCD,SGCA,0,0,0
Q8IZQ8,A0A096LP01,1,0.551219512,0.401555006,0.476387259,0,,,,,,,0,MYOCD,SMIM26,0,0,0
Q8IZQ8,O95994,1,0.741463415,0.401657984,0.5715607,0,,,,,,,0,MYOCD,AGR2,0,0,0
Q8IZQ8,Q9UNN4,1,0.551219512,0.401554654,0.476387083,0,,,,,,,0,MYOCD,GTF2A1L,0,0,0
Q8IZQ8,Q8IYJ2,1,0.551219512,0.401554676,0.476387094,0,,,,,,,0,MYOCD,C10orf67,0,0,0
Q96JA4,Q9BTL3,1,0.52195122,0.401555134,0.461753177,0,,,,,,,0,MS4A14,RAMAC,0,0,0
Q96JA4,Q99727,1,0.551219512,0.401554542,0.476387027,0,,,,,,,0,MS4A14,TIMP4,0,0,0
Q96JA4,Q8NCX0,1,0.551219512,0.401555057,0.476387284,0,,,,,,,0,MS4A14,CCDC150,0,0,0
Q8N884,Q9P2E9,1,0.741463415,0.40151741,0.571490412,0,,,,,,,0,CGAS,RRBP1,0,0,0
P27352,P60411,1,0.52195122,0.401371951,0.461661585,0,,,,,,,0,CBLIF,KRTAP10-9,0,0,0
Q8N884,Q13084,1,0.526829268,0.401554989,0.464192129,0,,,,,,,0,CGAS,MRPL28,0,0,0
Q8N884,Q9GZX7,1,0.551219512,0.401554928,0.47638722,0,,,,,,,0,CGAS,AICDA,0,0,0
Q8N884,O00203,1,0.731707317,0.401321084,0.5665142,0,,,,,,,0,CGAS,AP3B1,0,0,0
Q8N884,Q8NFC6,1,0.52195122,0.401602923,0.461777071,0,,,,,,,0,CGAS,BOD1L1,0,0,0
Q8N884,Q32MK0,1,0.551219512,0.401633064,0.476426288,0,,,,,,,0,CGAS,MYLK3,0,0,0
Q9NRV9,P15121,1,0.72195122,0.401171095,0.561561157,0,,,,,,,0,HEBP1,AKR1B1,0,0,0
Q0VAQ4,P57054,1,0.726829268,0.40151738,0.564173324,0,,,,,,,0,SMAGP,PIGP,0,0,0
Q0VAQ4,Q6ZT21,1,0.726829268,0.401307169,0.564068218,0,,,,,,,0,SMAGP,TMPPE,0,0,0
Q0VAQ4,Q9H6H4,1,0.726829268,0.401372827,0.564101048,0,,,,,,,0,SMAGP,REEP4,0,0,0
Q5C9Z4,Q8WUB8,1,0.746341463,0.401539421,0.573940442,0,,,,,,,0,NOM1,PHF10,0,0,0
Q5C9Z4,Q99496,1,0.731707317,0.401321857,0.566514587,0,,,,,,,0,NOM1,RNF2,0,0,0
Q5C9Z4,Q86V59,1,0.746341463,0.401531746,0.573936605,0,,,,,,,0,NOM1,PNMA8A,0,0,0
Q5C9Z4,P39023,1,0.785365854,0.401555672,0.593460763,0,,,,,,,0,NOM1,RPL3,0,0,0
Q8IYE1,Q96SN8,1,0.824390244,0.40132133,0.612855787,0,,,,,,,0,CCDC13,CDK5RAP2,0,0,0
Q8IYE1,Q96MY7,1,0.72195122,0.401375064,0.561663142,0,,,,,,,0,CCDC13,FAM161B,0,0,0
Q8TBE0,Q9NSD4,1,0.726829268,0.401306947,0.564068108,0,,,,,,,0,BAHD1,ZNF275,0,0,0
Q8TBE0,Q8TF50,1,0.726829268,0.401382977,0.564106123,0,,,,,,,0,BAHD1,ZNF526,0,0,0
Q8TBE0,O43463,1,0.824390244,0.401306581,0.612848413,0,,,,,,,0,BAHD1,SUV39H1,0,0,0
Q8TBE0,Q13148,1,0.834146341,0.401307301,0.617726821,0,,,,,,,0,BAHD1,TARDBP,0,0,0
Q8TBE0,Q8N257,1,0.726829268,0.401306771,0.56406802,0,,,,,,,0,BAHD1,H2BC26,0,0,0
O60763,Q14203,1,0.819512195,0.401530105,0.61052115,0,,,,,,,0,USO1,DCTN1,0,0,0
O60763,Q9ULK2,1,0.72195122,0.401033562,0.561492391,0,,,,,,,0,USO1,ATXN7L1,0,0,0
O60763,Q5VYY1,1,0.731707317,0.401321568,0.566514443,0,,,,,,,0,USO1,ANKRD22,0,0,0
O60763,Q8NFC6,1,0.52195122,0.401603086,0.461777153,0,,,,,,,0,USO1,BOD1L1,0,0,0
O60763,Q15643,1,0.741463415,0.401539606,0.57150151,0,,,,,,,0,USO1,TRIP11,0,0,0
P48146,Q2YD98,1,0.536585366,0.401555206,0.469070286,0,,,,,,,0,NPBWR2,UVSSA,0,0,0
P48146,P60411,1,0.726829268,0.401414165,0.564121717,0,,,,,,,0,NPBWR2,KRTAP10-9,0,0,0
P48146,P49756,1,0.536585366,0.401555108,0.469070237,0,,,,,,,0,NPBWR2,RBM25,0,0,0
Q8IU57,A6NGG8,1,0.551219512,0.401554676,0.476387094,0,,,,,,,0,IFNLR1,PCARE,0,0,0
P57054,Q14807,1,0.536585366,0.401554779,0.469070073,0,,,,,,,0,PIGP,KIF22,0,0,0
P57054,Q9ULK2,1,0.551219512,0.401554859,0.476387186,0,,,,,,,0,PIGP,ATXN7L1,0,0,0
P57054,Q8N4U5,1,0.551219512,0.401554832,0.476387172,0,,,,,,,0,PIGP,TCP11L2,0,0,0
Q8WZ69,O75167,1,0.551219512,0.401555081,0.476387297,0,,,,,,,0,C11orf40,PHACTR2,0,0,0
P57054,Q92541,1,0.551219512,0.401554991,0.476387251,0,,,,,,,0,PIGP,RTF1,0,0,0
P57054,Q8TF50,1,0.551219512,0.401554951,0.476387232,0,,,,,,,0,PIGP,ZNF526,0,0,0
P57054,P35269,1,0.536585366,0.401555318,0.469070342,0,,,,,,,0,PIGP,GTF2F1,0,0,0
Q9UHQ9,P22460,1,0.717073171,0.401324821,0.559198996,0,,,,,,,0,CYB5R1,KCNA5,0,0,0
Q9UHQ9,Q7Z7B0,1,0.551219512,0.401554939,0.476387226,0,,,,,,,0,CYB5R1,FILIP1,0,0,0
Q9UHQ9,Q00325,1,0.72195122,0.401385289,0.561668254,0,,,,,,,0,CYB5R1,SLC25A3,0,0,0
Q9UHQ9,O95202,1,0.726829268,0.401321912,0.56407559,0,,,,,,,0,CYB5R1,LETM1,0,0,0
Q9UHQ9,Q9H313,1,0.72195122,0.401373303,0.561662261,0,,,,,,,0,CYB5R1,TTYH1,0,0,0
P0DJI8,P53420,1,0.824390244,0.40132121,0.612855727,0,,,,,,,0,SAA1,COL4A4,0,0,0
P84077,Q10567,1,0.72195122,0.401307839,0.561629529,0,,,,,,,0,ARF1,AP1B1,0,0,0
P84077,Q6ZNL6,1,0.72195122,0.401321508,0.561636364,0,,,,,,,0,ARF1,FGD5,0,0,0
P84077,O00203,1,0.72195122,0.401321558,0.561636389,0,,,,,,,0,ARF1,AP3B1,0,0,0
P84077,P84085,1,0.790243902,0.400326698,0.5952853,0,,,,,,,0,ARF1,ARF5,0,0,0
P84077,O95994,1,0.72195122,0.401667208,0.561809214,0,,,,,,,0,ARF1,AGR2,0,0,0
O75333,A6H8Y1,1,0.526829268,0.401602804,0.464216036,0,,,,,,,0,TBX10,BDP1,0,0,0
O75333,Q8NFC6,1,0.526829268,0.40160281,0.464216039,0,,,,,,,0,TBX10,BOD1L1,0,0,0
O75333,A9YTQ3,1,0.551219512,0.401554855,0.476387184,0,,,,,,,0,TBX10,AHRR,0,0,0
O75333,Q32MK0,1,0.551219512,0.401554792,0.476387152,0,,,,,,,0,TBX10,MYLK3,0,0,0
Q14728,P16284,1,0.843902439,0.401568842,0.622735641,0,,,,,,,0,MFSD10,PECAM1,0,0,0
Q14728,Q6NUS6,1,0.72195122,0.40104847,0.561499845,0,,,,,,,0,MFSD10,TCTN3,0,0,0
Q6PCB0,Q15293,1,0.72195122,0.400785343,0.561368282,0,,,,,,,0,VWA1,RCN1,0,0,0
P49591,Q9BQ52,1,0.726829268,0.401322802,0.564076035,0,,,,,,,0,SARS1,ELAC2,0,0,0
P49591,Q8NFC6,1,0.526829268,0.401603017,0.464216143,0,,,,,,,0,SARS1,BOD1L1,0,0,0
P49591,Q8N0U2,1,0.819512195,0.40132264,0.610417418,0,,,,,,,0,SARS1,TMEM61,0,0,0
P16284,P14923,1,0.790243902,0.4002675,0.595255701,0,,,,,,,0,PECAM1,JUP,0,0,0
P16284,P28907,1,0.824390244,0.401531413,0.612960828,0,,,,,,,0,PECAM1,CD38,0,0,0
P52945,P13010,1,0.756097561,0.401317317,0.578707439,0,,,,,,,0,PDX1,XRCC5,0,0,0
Q8NH41,Q7Z7B0,1,0.551219512,0.401554997,0.476387255,0,,,,,,,0,OR4K15,FILIP1,0,0,0
P10074,P52298,1,0.751219512,0.401226544,0.576223028,0,,,,,,,0,ZBTB48,NCBP2,0,0,0
P10074,Q14692,1,0.726829268,0.401306569,0.564067918,1,0.115429918,,,,,,0,ZBTB48,BMS1,0,0,0
P10074,P39023,1,0.726829268,0.40130742,0.564068344,0,,,,,,,0,ZBTB48,RPL3,0,0,0
P10074,Q9H2G4,1,0.726829268,0.401908449,0.564368859,0,,,,,,,0,ZBTB48,TSPYL2,0,0,0
Q5VWQ0,Q9Y2R4,1,0.726829268,0.401307834,0.564068551,0,,,,,,,0,RSBN1,DDX52,0,0,0
Q5VWQ0,Q14865,1,0.829268293,0.401307193,0.615287743,0,,,,,,,0,RSBN1,ARID5B,0,0,0
Q5VWQ0,Q9Y388,1,0.726829268,0.401307037,0.564068153,0,,,,,,,0,RSBN1,RBMX2,0,0,0
Q5VWQ0,P39023,1,0.72195122,0.401322252,0.561636736,0,,,,,,,0,RSBN1,RPL3,0,0,0
Q9H3D4,P63279,1,0.726829268,0.401307011,0.56406814,0,,,,,,,0,TP63,UBE2I,0,0,0
Q9H3D4,Q15233,1,0.726829268,0.401372302,0.564100785,0,,,,,,,0,TP63,NONO,0,0,0
Q9H3D4,P47871,1,0.726829268,0.401307869,0.564068569,0,,,,,,,0,TP63,GCGR,0,0,0
Q9H3D4,O95104,1,0.741463415,0.401540382,0.571501898,0,,,,,,,0,TP63,SCAF4,0,0,0
Q9H3D4,O75381,1,0.726829268,0.401307417,0.564068343,0,,,,,,,0,TP63,PEX14,0,0,0
Q9H3D4,Q96KQ4,1,0.873170732,0.401322343,0.637246538,0,,,,,,,0,TP63,PPP1R13B,0,0,0
Q9H3D4,P39023,1,0.72195122,0.401307852,0.561629536,0,,,,,,,0,TP63,RPL3,0,0,0
Q2TBA0,Q9P2Y4,1,0.72195122,0.401374642,0.561662931,0,,,,,,,0,KLHL40,ZNF219,0,0,0
Q2TBA0,Q9UJA3,1,0.741463415,0.401532621,0.571498018,0,,,,,,,0,KLHL40,MCM8,0,0,0
Q2TBA0,Q15643,1,0.526829268,0.40155486,0.464192064,0,,,,,,,0,KLHL40,TRIP11,0,0,0
Q8IUC2,Q9BTL3,1,0.72195122,0.40137443,0.561662825,0,,,,,,,0,KRTAP8-1,RAMAC,0,0,0
Q8IUC2,O75360,1,0.72195122,0.401324628,0.561637924,0,,,,,,,0,KRTAP8-1,PROP1,0,0,0
Q8IUC2,O43711,1,0.741463415,0.401307997,0.571385706,0,,,,,,,0,KRTAP8-1,TLX3,0,0,0
Q8IUC2,P51608,1,0.824390244,0.401306681,0.612848463,0,,,,,,,0,KRTAP8-1,MECP2,0,0,0
Q9Y2Z4,O14979,1,0.780487805,0.400999803,0.590743804,0,,,,,,,0,YARS2,HNRNPDL,0,0,0
Q9Y2Z4,P35226,1,0.72195122,0.401308498,0.561629859,0,,,,,,,0,YARS2,BMI1,0,0,0
Q9Y2Z4,Q86TM6,1,0.72195122,0.401033739,0.561492479,0,,,,,,,0,YARS2,SYVN1,0,0,0
Q9Y2Z4,O75665,1,0.741463415,0.401522401,0.571492908,0,,,,,,,0,YARS2,OFD1,0,0,0
Q9Y2Z4,Q8TES7,1,0.741463415,0.401518071,0.571490743,0,,,,,,,0,YARS2,FBF1,0,0,0
Q9H6L2,Q8N205,1,0.726829268,0.401011354,0.563920311,0,,,,,,,0,TMEM231,SYNE4,0,0,0
Q9Y2Z4,O43347,1,0.72195122,0.401444418,0.561697819,0,,,,,,,0,YARS2,MSI1,0,0,0
Q9Y2Z4,O00425,1,0.72195122,0.401099424,0.561525322,0,,,,,,,0,YARS2,IGF2BP3,0,0,0
P01742,Q5TGJ6,1,0.526829268,0.401555668,0.464192468,0,,,,,,,0,IGHV1-69,HDGFL1,0,0,0
P01742,Q8N4E4,1,0.52195122,0.40155557,0.461753395,0,,,,,,,0,IGHV1-69,PDCL2,0,0,0
Q9Y5H2,Q9Y2J2,1,0.551219512,0.401555161,0.476387337,0,,,,,,,0,PCDHGA11,EPB41L3,0,0,0
Q9Y5H2,Q5T5P2,1,0.526829268,0.401602926,0.464216097,0,,,,,,,0,PCDHGA11,KIAA1217,0,0,0
Q9H6L2,P43629,1,0.526829268,0.401556092,0.46419268,0,,,,,,,0,TMEM231,KIR3DL1,0,0,0
Q9H6L2,P63252,1,0.551219512,0.401556049,0.476387781,0,,,,,,,0,TMEM231,KCNJ2,0,0,0
Q9H6L2,Q7Z7G1,1,0.526829268,0.401556172,0.46419272,0,,,,,,,0,TMEM231,CLNK,0,0,0
Q9H6L2,P11166,1,0.551219512,0.401555002,0.476387257,0,,,,,,,0,TMEM231,SLC2A1,0,0,0
Q9H6L2,Q2YD98,1,0.551219512,0.401554983,0.476387247,0,,,,,,,0,TMEM231,UVSSA,0,0,0
Q9H6L2,O94805,1,0.52195122,0.401556416,0.461753818,0,,,,,,,0,TMEM231,ACTL6B,0,0,0
Q9Y5H2,Q9NQ86,1,0.526829268,0.401555101,0.464192185,0,,,,,,,0,PCDHGA11,TRIM36,0,0,0
Q9Y5H2,Q3KPI0,1,0.726829268,0.401321056,0.564075162,0,,,,,,,0,PCDHGA11,CEACAM21,0,0,0
Q9H6L2,Q2MV58,1,0.72195122,0.401321481,0.56163635,0,,Q9H6L2,Q2MV58,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2,1,TMEM231,TCTN1,0,0,0
Q9HA82,Q14542,1,0.726829268,0.401743906,0.564286587,0,,,,,,,0,CERS4,SLC29A2,0,0,0
Q9H6L2,Q9UPM9,1,0.726829268,0.4013087,0.564068984,0,,Q9H6L2,Q9UPM9,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2,1,TMEM231,B9D1,0,0,0
Q9HA82,Q8WZA2,1,0.52195122,0.401603117,0.461777168,0,,,,,,,0,CERS4,RAPGEF4,0,0,0
Q9HA82,Q9H313,1,0.726829268,0.40174379,0.564286529,0,,,,,,,0,CERS4,TTYH1,0,0,0
O76074,Q96SN8,1,0.526829268,0.40160315,0.464216209,0,,,,,,,0,PDE5A,CDK5RAP2,0,0,0
Q9H6L2,P60411,1,0.52195122,0.401495314,0.461723267,0,,,,,,,0,TMEM231,KRTAP10-9,0,0,0
O60684,P52298,1,0.72195122,0.401308153,0.561629686,0,,,,,,,0,KPNA6,NCBP2,0,0,0
O60684,A6H8Y1,1,0.526829268,0.401603163,0.464216215,0,,,,,,,0,KPNA6,BDP1,0,0,0
O60684,Q8NFC6,1,0.52195122,0.401603213,0.461777216,0,,,,,,,0,KPNA6,BOD1L1,0,0,0
O60684,Q32MK0,1,0.551219512,0.401555146,0.476387329,0,,,,,,,0,KPNA6,MYLK3,0,0,0
Q32M84,Q14005,1,0.551219512,0.401554812,0.476387162,0,,,,,,,0,BTBD16,IL16,0,0,0
Q9H6L2,O00322,1,0.72195122,0.401308321,0.56162977,0,,,,,,,0,TMEM231,UPK1A,0,0,0
Q9H4A9,P19021,1,0.72195122,0.401308857,0.561630038,0,,,,,,,0,DPEP2,PAM,0,0,0
Q9H4A9,Q9P2E5,1,0.72195122,0.401310067,0.561630643,0,,,,,,,0,DPEP2,CHPF2,0,0,0
Q9H4A9,H7BZ55,1,0.52195122,0.401602976,0.461777098,0,,,,,,,0,DPEP2,CROCC2,0,0,0
Q9H6L2,P49756,1,0.536585366,0.401555076,0.469070221,0,,,,,,,0,TMEM231,RBM25,0,0,0
Q9H4A9,Q9P2W7,1,0.52195122,0.401555128,0.461753174,0,,,,,,,0,DPEP2,B3GAT1,0,0,0
Q9H4A9,O94989,1,0.551219512,0.40155477,0.476387141,0,,,,,,,0,DPEP2,ARHGEF15,0,0,0
Q9H4A9,O00322,1,0.551219512,0.401555059,0.476387286,0,,,,,,,0,DPEP2,UPK1A,0,0,0
O14979,Q15233,1,0.72195122,0.401414847,0.561683033,0,,,,,,,0,HNRNPDL,NONO,0,0,0
O14979,Q99496,1,0.726829268,0.401372799,0.564101034,0,,,,,,,0,HNRNPDL,RNF2,0,0,0
O14979,Q9BQA1,1,0.72195122,0.401036063,0.561493641,0,,,,,,,0,HNRNPDL,WDR77,0,0,0
O14979,P52272,1,0.726829268,0.401306111,0.56406769,1,0.938751472,,,,,,0,HNRNPDL,HNRNPM,0,0,0
O14979,Q13148,1,0.72195122,0.401388379,0.561669799,0,,,,,,,0,HNRNPDL,TARDBP,0,0,0
Q7L0X2,P43121,1,0.52195122,0.401556604,0.461753912,0,,,,,,,0,ERICH6,MCAM,0,0,0
Q7L0X2,Q9H2S6,1,0.551219512,0.401554686,0.476387099,0,,,,,,,0,ERICH6,TNMD,0,0,0
Q7L0X2,Q86W34,1,0.551219512,0.401554723,0.476387118,0,,,,,,,0,ERICH6,AMZ2,0,0,0
Q7L0X2,Q17R89,1,0.526829268,0.401554999,0.464192133,0,,,,,,,0,ERICH6,ARHGAP44,0,0,0
Q7L0X2,Q6ZT21,1,0.526829268,0.401555534,0.464192401,0,,,,,,,0,ERICH6,TMPPE,0,0,0
Q7L0X2,Q8NDV3,1,0.52195122,0.401602836,0.461777028,0,,,,,,,0,ERICH6,SMC1B,0,0,0
Q7L0X2,Q68DY9,1,0.551219512,0.401554932,0.476387222,0,,,,,,,0,ERICH6,ZNF772,0,0,0
Q7L0X2,A0A1B0GVH7,1,0.52195122,0.401554662,0.461752941,0,,,,,,,0,ERICH6,IQCM,0,0,0
Q7L0X2,P49888,1,0.551219512,0.401554628,0.47638707,0,,,,,,,0,ERICH6,SULT1E1,0,0,0
Q7L0X2,Q969I3,1,0.551219512,0.401554871,0.476387192,0,,,,,,,0,ERICH6,GLYATL1,0,0,0
Q7L0X2,Q13946,1,0.551219512,0.401555092,0.476387302,0,,,,,,,0,ERICH6,PDE7A,0,0,0
Q7Z6I6,Q8WXE0,1,0.551219512,0.401555541,0.476387526,0,,,,,,,0,ARHGAP30,CASKIN2,0,0,0
Q7Z6I6,Q96SN8,1,0.526829268,0.401602884,0.464216076,0,,,,,,,0,ARHGAP30,CDK5RAP2,0,0,0
Q96RN5,Q96MX3,1,0.52195122,0.401554586,0.461752903,0,,,,,,,0,MED15,ZNF48,0,0,0
Q7Z6I6,Q9H2G4,1,0.551219512,0.401554844,0.476387178,0,,,,,,,0,ARHGAP30,TSPYL2,0,0,0
Q7Z6I6,Q2TAK8,1,0.551219512,0.401554582,0.476387047,0,,,,,,,0,ARHGAP30,PWWP3A,0,0,0
Q6ZRV2,O95047,1,0.72195122,0.401321919,0.561636569,0,,,,,,,0,FAM83H,OR2A4,0,0,0
Q6ZRV2,Q86U38,1,0.726829268,0.401306378,0.564067823,0,,,,,,,0,FAM83H,NOP9,0,0,0
Q6ZRV2,Q9H3U1,1,0.726829268,0.401307339,0.564068304,0,,Q6ZRV2,Q9H3U1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2,1,FAM83H,UNC45A,0,0,0
Q6ZRV2,Q15437,1,0.726829268,0.401306384,0.564067826,0,,,,,,,0,FAM83H,SEC23B,0,0,0
Q6ZRV2,Q8NFC6,1,0.741463415,0.401343128,0.571403271,0,,,,,,,0,FAM83H,BOD1L1,0,0,0
Q8TAT5,Q9UJS0,1,0.72195122,0.401308401,0.56162981,0,,,,,,,0,NEIL3,SLC25A13,0,0,0
Q8TAT5,P11166,1,0.726829268,0.401308115,0.564068691,0,,,,,,,0,NEIL3,SLC2A1,0,0,0
Q8TAT5,A8MYV0,1,0.551219512,0.401554816,0.476387164,0,,,,,,,0,NEIL3,DCDC2C,0,0,0
Q96RN5,Q8TB24,1,0.72195122,0.40130786,0.56162954,0,,,,,,,0,MED15,RIN3,0,0,0
Q8TAT5,Q7Z418,1,0.551219512,0.401555228,0.47638737,0,,,,,,,0,NEIL3,KCNK18,0,0,0
Q8TAT5,P49756,1,0.726829268,0.401322627,0.564075948,0,,,,,,,0,NEIL3,RBM25,0,0,0
O75340,Q9P2E9,1,0.551219512,0.401554598,0.476387055,0,,,,,,,0,PDCD6,RRBP1,0,0,0
O75340,O75027,1,0.726829268,0.401306588,0.564067928,0,,,,,,,0,PDCD6,ABCB7,0,0,0
O75340,Q96AE4,1,0.726829268,0.401306643,0.564067956,0,,,,,,,0,PDCD6,FUBP1,0,0,0
O75340,Q92541,1,0.83902439,0.401137606,0.620080998,0,,,,,,,0,PDCD6,RTF1,0,0,0
O75340,Q96MY7,1,0.551219512,0.401554742,0.476387127,0,,,,,,,0,PDCD6,FAM161B,0,0,0
O75340,Q96NU1,1,0.551219512,0.401554819,0.476387166,0,,,,,,,0,PDCD6,SAMD11,0,0,0
O75340,Q8NDC0,1,0.72195122,0.401115418,0.561533319,0,,,,,,,0,PDCD6,MAPK1IP1L,0,0,0
O75340,Q13148,1,0.746341463,0.401305972,0.573823718,0,,,,,,,0,PDCD6,TARDBP,0,0,0
O75340,A6NDN3,1,0.551219512,0.401555067,0.47638729,0,,,,,,,0,PDCD6,GOLGA6B,0,0,0
O75340,Q96M83,1,0.52195122,0.401602988,0.461777104,0,,,,,,,0,PDCD6,CCDC7,0,0,0
O75340,O00425,1,0.72195122,0.401323618,0.561637419,0,,,,,,,0,PDCD6,IGF2BP3,0,0,0
Q96RN5,Q5T200,1,0.726829268,0.401321071,0.56407517,0,,,,,,,0,MED15,ZC3H13,0,0,0
Q9Y2R4,Q99496,1,0.731707317,0.401321392,0.566514354,0,,,,,,,0,DDX52,RNF2,0,0,0
Q9Y2R4,P50747,1,0.72195122,0.401309936,0.561630578,0,,,,,,,0,DDX52,HLCS,0,0,0
