Term,description,Category,Count,%,PValue,Genes,List Total,Pop Total,Fold Enrichment,Jaccard,F-measure,FDR
ANP32A-AR complex,ANP32A-AR complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-DDC complex,AR-DDC complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-LATS2 complex,AR-LATS2 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-FOS complex,AR-FOS complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-SART3 complex,AR-SART3 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-TMF1 complex,AR-TMF1 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-UXT complex,AR-UXT complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-TGIF1 complex,AR-TGIF1 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-TGFB1I1 complex,AR-TGFB1I1 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-CEBPA complex,AR-CEBPA complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-COPS2 complex,AR-COPS2 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-NCOA4 complex,AR-NCOA4 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-ARID5A complex,AR-ARID5A complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-NRIP1 complex,AR-NRIP1 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-CASP8 complex,AR-CASP8 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-PAWR complex,AR-PAWR complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-RBAK complex,AR-RBAK complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-TLE5 complex,AR-TLE5 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-RUNX2 complex,AR-RUNX2 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-CAV1 complex,AR-CAV1 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-HIP1 complex,AR-HIP1 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-KDM1A complex,AR-KDM1A complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-NSD1 complex,AR-NSD1 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-NF1 complex,AR-NF1 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-SIRT1 complex,AR-SIRT1 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-KAT7 complex,AR-KAT7 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-SP1 complex,AR-SP1 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-KAT5 complex,AR-KAT5 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-KDM3A complex,AR-KDM3A complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-MAGEA11 complex,AR-MAGEA11 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-RXRA complex,AR-RXRA complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-SOX9 complex,AR-SOX9 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-SRY complex,AR-SRY complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
ESR2-AR complex,ESR2-AR complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-NR2C1 complex,AR-NR2C1 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-NR2C2 complex,AR-NR2C2 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-CCAR2 complex,AR-CCAR2 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-SPDEF complex,AR-SPDEF complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-GAK complex,AR-GAK complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-HOXB13 complex,AR-HOXB13 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-FOXH1 complex,AR-FOXH1 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
APPBP2-AR complex,APPBP2-AR complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-FLNA complex,AR-FLNA complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-GSN complex,AR-GSN complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-SVIL complex,AR-SVIL complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-FOXO1 complex,AR-FOXO1 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-BRCA2 complex,AR-BRCA2 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-BRCA1 complex,AR-BRCA1 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-UBE3A complex,AR-UBE3A complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-RAD9A complex,AR-RAD9A complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-NONO complex,AR-NONO complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-PRPF6 complex,AR-PRPF6 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-SENP1 complex,AR-SENP1 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-ZMIZ1 complex,AR-ZMIZ1 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-SUMO3 complex,AR-SUMO3 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-USP10 complex,AR-USP10 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-GATA2 complex,AR-GATA2 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-FOXA1 complex,AR-FOXA1 complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-JUN complex,AR-JUN complex,complex_name,1,50.0,0.005204938070404171,AR,2,768,192.0,0.333,0.5,0.00667
AR-ATF2-JUN complex,AR-ATF2-JUN complex,complex_name,1,50.0,0.0078023142112125165,AR,2,768,128.0,0.25,0.4,0.00821
E2F5-RBL2-TFDP1 complex,E2F5-RBL2-TFDP1 complex,complex_name,1,50.0,0.0078023142112125165,RBL2,2,768,128.0,0.25,0.4,0.00821
AR-MAK-NCOA3 complex,AR-MAK-NCOA3 complex,complex_name,1,50.0,0.0078023142112125165,AR,2,768,128.0,0.25,0.4,0.00821
AKT1-APPL1-AR complex,AKT1-APPL1-AR complex,complex_name,1,50.0,0.0078023142112125165,AR,2,768,128.0,0.25,0.4,0.00821
AR-CTNNB1-CTNNBIP1 complex,AR-CTNNB1-CTNNBIP1 complex,complex_name,1,50.0,0.0078023142112125165,AR,2,768,128.0,0.25,0.4,0.00821
AR-DTX3L-PARP9 complex,AR-DTX3L-PARP9 complex,complex_name,1,50.0,0.0078023142112125165,AR,2,768,128.0,0.25,0.4,0.00821
AR-HDAC1-KAT5 complex,AR-HDAC1-KAT5 complex,complex_name,1,50.0,0.0078023142112125165,AR,2,768,128.0,0.25,0.4,0.00821
AR-PPP2CA-PPP2R1A complex,AR-PPP2CA-PPP2R1A complex,complex_name,1,50.0,0.0078023142112125165,AR,2,768,128.0,0.25,0.4,0.00821
AR-KDM1A-KDM4C complex,AR-KDM1A-KDM4C complex,complex_name,1,50.0,0.0078023142112125165,AR,2,768,128.0,0.25,0.4,0.00821
AR-NONO-SFPQ complex,AR-NONO-SFPQ complex,complex_name,1,50.0,0.0078023142112125165,AR,2,768,128.0,0.25,0.4,0.00821
AR-HDAC1-RCHY1 complex,AR-HDAC1-RCHY1 complex,complex_name,1,50.0,0.0078023142112125165,AR,2,768,128.0,0.25,0.4,0.00821
AR-XRCC5-XRCC6 complex,AR-XRCC5-XRCC6 complex,complex_name,1,50.0,0.0078023142112125165,AR,2,768,128.0,0.25,0.4,0.00821
AR-BAG1-HSP1A1 complex,AR-BAG1-HSP1A1 complex,complex_name,1,50.0,0.0078023142112125165,AR,2,768,128.0,0.25,0.4,0.00821
AR-FHL2-PELP1 complex,AR-FHL2-PELP1 complex,complex_name,1,50.0,0.0078023142112125165,AR,2,768,128.0,0.25,0.4,0.00821
AR-NCOA2-PKN1 complex,AR-NCOA2-PKN1 complex,complex_name,1,50.0,0.0078023142112125165,AR,2,768,128.0,0.25,0.4,0.00821
AR-PATZ1-RNF4 complex,AR-PATZ1-RNF4 complex,complex_name,1,50.0,0.0078023142112125165,AR,2,768,128.0,0.25,0.4,0.00821
AR-HDAC1-MDM2 complex,AR-HDAC1-MDM2 complex,complex_name,1,50.0,0.0078023142112125165,AR,2,768,128.0,0.25,0.4,0.00821
AR-CLNS1A-PRMT5-WDR77 complex,AR-CLNS1A-PRMT5-WDR77 complex,complex_name,1,50.0,0.010396295089091697,AR,2,768,96.0,0.2,0.333,0.01083
SMAR1-HDAC1-SIN3A-SIN3B-p107-p130 repressor complex,SMAR1-HDAC1-SIN3A-SIN3B-p107-p130 repressor complex,complex_name,1,50.0,0.015574071056062582,RBL2,2,768,64.0,0.143,0.25,0.01573
"RBL2 complex (EP300, E2F4, E2F5, HDAC1, RBL2, SUV39H1)","RBL2 complex (EP300, E2F4, E2F5, HDAC1, RBL2, SUV39H1)",complex_name,1,50.0,0.015574071056062582,RBL2,2,768,64.0,0.143,0.25,0.01573
"RBL2 complex (DNMT1, E2F4, E2F5, HDAC1, RBL2, SUV39H1)","RBL2 complex (DNMT1, E2F4, E2F5, HDAC1, RBL2, SUV39H1)",complex_name,1,50.0,0.015574071056062582,RBL2,2,768,64.0,0.143,0.25,0.01573
dREAM-like complex,dREAM-like complex,complex_name,1,50.0,0.020738265971316817,RBL2,2,768,48.0,0.111,0.2,0.02074
