uidA,uidB,method,Host_organism_taxid,numParticipants
Q06609,Q06609,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
Q06609,Q06609,"psi-mi:""MI:0019""(coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A075DDR2,P42858,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
A0A075DDR2,P42858,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
P19544,Q6N021,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P19544,Q6N021,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P19544,Q6N021,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P19544,Q6N021,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P19544,Q6N021,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P19544,Q6N021,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P19544,Q6N021,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P19544,Q6N021,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
B5ME19,P09497,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q9BUD6,Q93079,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
O14639-2,Q9HAY6,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q15155,A6NES4,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
O60739,A0A090N900,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P16403,P29120,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q8TCJ2,Q9Y2B1,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q04206-2,Q05639,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
Q9Y4K3,P51787,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
Q6VAB6,P15056,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q6VAB6,P15056,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9UKM9,P12004,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
Q9UIS9,A0A024RAY1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9UIS9,A0A024RAY1,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
Q9Y4K3,Q9Y678,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8TEH3,Q5TCZ1,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
A0A024RBB7,Q15628,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
A0A024R4Q5,Q96EK4,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P62249,A0A0S2Z4K2,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P29376,Q6UXT8,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9UHB6,Q86SQ0,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
A0A024R5Z7,Q9Y4K3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A0S2Z381,Q9BSI4,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
A0A1U9XBC1,Q12888,"psi-mi:""MI:0428""(imaging technique)",taxid:9606(Homo sapiens),2
A0A0S2Z3C5,Q96PU4,"psi-mi:""MI:0678""(antibody array)",taxid:9606(Homo sapiens),2
Q8TEH3,Q12923,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
O14654,Q15773,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
A0A024QZW2,Q14690,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q9Y4W6,Q9ULD6,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q04206,Q8WTS6,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q04206,Q8WTS6,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q04206,Q8WTS6,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q04206,Q8WTS6,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q04206,Q8WTS6,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q04206,Q8WTS6,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9UMW8,Q13451,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
A0A024RBP2,P24385,"psi-mi:""MI:0678""(antibody array)",taxid:9606(Homo sapiens),2
A0A024R687,A0A024R2Q3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R687,A0A024R2Q3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R687,A0A024R2Q3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R687,A0A024R2Q3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R687,A0A024R2Q3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R687,A0A024R2Q3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R687,A0A024R2Q3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R687,A0A024R2Q3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R687,A0A024R2Q3,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
A0A024R687,A0A024R2Q3,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
A0A024R687,A0A024R2Q3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R687,A0A024R2Q3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P26367,A0A024R3Z2,"psi-mi:""MI:0808""(comigration in sds page)",taxid:9606(Homo sapiens),2
P26367,A0A024R3Z2,"psi-mi:""MI:0808""(comigration in sds page)",taxid:9606(Homo sapiens),2
Q86X45,A0A0G2JNZ2,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q08211,Q86VM9,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q6PKC8,Q96RS6,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
A0A024R8H5,P21333,"psi-mi:""MI:0813""(proximity ligation assay)",taxid:9606(Homo sapiens),2
Q15797,Q3UG98,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q15797,Q3UG98,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8K3Y6,Q9NQT5,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8K3Y6,Q9NQT5,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P40937,Q5UE93,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q13547,A0A411HBC7,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P19438,Q9BUF5,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
A0A024RBK4,A3R0T8,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q8TEW0,P61962,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q8TC76,Q9P0V3,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P19438,Q9NVI1,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
A0A384MQX1,P23511,"psi-mi:""MI:0069""(mass spectrometry studies of complexes)",taxid:9606(Homo sapiens),2
P08579,O94817,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O94986,U5KVR9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O94986,U5KVR9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q5VIR6,Q96JG6,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q5VIR6,Q96JG6,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q5VIR6,Q96JG6,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q5VIR6,Q96JG6,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q5VIR6,Q96JG6,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024RCQ6,Q9UQ16,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
Q15428,P38159,"psi-mi:""MI:0004""(affinity chromatography technology)",taxid:9606(Homo sapiens),2
Q15428,P38159,"psi-mi:""MI:0004""(affinity chromatography technology)",taxid:9606(Homo sapiens),2
O95182,A0A024R745,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
A0A0S2Z583,A0A024RB17,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q92730,A0A0S2Z4F6,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q14865,O43491,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
P56545,P63279,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
P24863,A0A024RDV3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O75365-2,P67936,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
O75365-2,P67936,"psi-mi:""MI:1314""(proximity-dependent biotin identification)",taxid:9606(Homo sapiens),2
O95425,A0A024RBK3,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
A0A024RCM3,A0A0S2Z6K1,"psi-mi:""MI:0018""(two hybrid)",taxid:9606(Homo sapiens),2
O60229,Q99K10,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q53EL6,P49810,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q53EL6,P49810,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13242,Q13247,"psi-mi:""MI:0019""(coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A0S2Z3R3,Q9NZ94-2,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A0S2Z3R3,Q9NZ94-2,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A0S2Z3R3,Q9NZ94-2,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q9NVI7,A0A024R1X4,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q9NVI7,A0A024R1X4,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
A0A140VK44,Q9Y4K3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P19438,P35580,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
P14625,P53007,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q00653,P11021,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
Q4V328,Q96EK4,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q02539,Q8N7X0,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
P62314,P54105,"psi-mi:""MI:0071""(molecular sieving)",taxid:9606(Homo sapiens),2
Q96T21,A3KPC7,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q86VQ1,P61962,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q6ICB0,Q9H305,"psi-mi:""MI:0231""(mammalian protein protein interaction trap)",taxid:9606(Homo sapiens),2
A0A024R169,B7ZC32,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
A0A140VK57,A0A140VK44,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q01518,Q2GHU2,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q01518,Q2GHU2,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q01518,Q2GHU2,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
P16401,Q5SSJ5,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
P12004,Q8IUK5,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
Q96J02,A1PQX5,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96J02,A1PQX5,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96J02,A1PQX5,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96J02,A1PQX5,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96J02,A1PQX5,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96J02,A1PQX5,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9Y2M5,P29590,"psi-mi:""MI:0405""(competition binding)",taxid:9606(Homo sapiens),2
Q9Y2M5,P29590,"psi-mi:""MI:0405""(competition binding)",taxid:9606(Homo sapiens),2
Q9Y2M5,P29590,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
Q9Y2M5,P29590,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
Q9Y2M5,P29590,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9Y2M5,P29590,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9Y2M5,P29590,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9Y2M5,P29590,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9Y2M5,P29590,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9Y2M5,P29590,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q9Y2M5,P29590,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9Y2M5,P29590,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O75365,Q15386,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9NYB0,P25815,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
Q9NYB0,P25815,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
Q96EZ8,A0A024RCS3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96EZ8,A0A024RCS3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P54274,P50135,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
Q9Y230,Q9H6R7,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P10747,P19338,"psi-mi:""MI:0004""(affinity chromatography technology)",taxid:9606(Homo sapiens),2
A0A024RCL8,P06465,"psi-mi:""MI:1203""(split luciferase complementation)",taxid:9606(Homo sapiens),2
Q5EG65,O00571,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q6P597-3,A0A024R3V8,"psi-mi:""MI:0090""(protein complementation assay)|psi-mi:""MI:0228""(cytoplasmic complementation assay)|psi-mi:""MI:0230""(membrane bound complementation assay)",taxid:9606(Homo sapiens),2
Q6P597-3,A0A024R3V8,"psi-mi:""MI:0231""(mammalian protein protein interaction trap)",taxid:9606(Homo sapiens),2
P32851,Q5SQN1,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
P32851,Q5SQN1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A0S2Z457,A0A140VJJ8,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A0S2Z457,A0A140VJJ8,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A0S2Z457,A0A140VJJ8,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A0S2Z457,A0A140VJJ8,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9Y5Q9,O76071,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
B4DYC6,Q9UFC0,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
A0A0S2Z5X4,A0A0C3SFZ9,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
Q8NEZ4,A0A024R9C1,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q9H974,O95394,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q15583,O88566,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q15583,O88566,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P17812,P61981,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8TEH3,Q9UHB6,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P07305,P42680,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q9NWX5,A0A024RD80,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
B7UR60,Q15599,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
B7UR60,Q15599,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
Q14257,P20333,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
Q8IWZ6,Q8N3I7,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P19525,O14862,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P19525,O14862,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96QF0,Q9Y6R0,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q9UIF9,O60264,"psi-mi:""MI:0019""(coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P00540,Q9UNE7,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
P04731,Q13585,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
P04731,Q13585,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
P04731,Q13585,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P04731,Q13585,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P04731,Q13585,"psi-mi:""MI:0012""(bioluminescence resonance energy transfer)",taxid:9606(Homo sapiens),2
P04731,Q13585,"psi-mi:""MI:0012""(bioluminescence resonance energy transfer)",taxid:9606(Homo sapiens),2
Q9C0E2,Q6YHU6,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q5FWF4,Q71DI3,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
A4D0Z4,A0A024R3J1,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
A0A024R807,A0A024RD80,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
B1A4G6,A0A384MEG1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024RCS3,A0A024R3Z2,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024RCS3,A0A024R3Z2,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024RCS3,A0A024R3Z2,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P04843,Q8IWJ2,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q15654,Q15654,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q12765,Q9HBV1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
B2R5T5,Q15051,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q9UL63,Q9NWY4,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P48201,A0A1U9X777,"psi-mi:""MI:0018""(two hybrid)",taxid:9606(Homo sapiens),2
P00533,B0LPF3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P00533,B0LPF3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P00533,B0LPF3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P00533,B0LPF3,"psi-mi:""MI:0112""(ubiquitin reconstruction)",taxid:9606(Homo sapiens),2
P00533,B0LPF3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P00533,B0LPF3,"psi-mi:""MI:0019""(coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P00533,B0LPF3,"psi-mi:""MI:0019""(coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9UMS4,A0A024RD80,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
O43290,D3DU92,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P00533,B0LPF3,"psi-mi:""MI:0112""(ubiquitin reconstruction)",taxid:9606(Homo sapiens),2
P00533,B0LPF3,"psi-mi:""MI:0112""(ubiquitin reconstruction)",taxid:9606(Homo sapiens),2
P00533,B0LPF3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P00533,B0LPF3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P00533,B0LPF3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q14192,A0A024R5P1,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q14192,A0A024R5P1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q14192,A0A024R5P1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q14192,A0A024R5P1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R8H5,Q96CG3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R8H5,Q96CG3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8N163,Q9Y5V3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
E5FQ95,O43765,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R7T2,Q92529,"psi-mi:""MI:0019""(coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9BSD3,Q92547,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q02539,Q5UE93,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q8WXA8,P46098,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
Q8WXA8,P46098,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8WXA8,P46098,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
Q8WXA8,P46098,"psi-mi:""MI:0364""(inferred by curator)",taxid:9606(Homo sapiens),2
Q8WXA8,P46098,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q9H993,Q14164,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P51617-2,A0A024R5B1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P56385,B2RE76,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q13077,A0A1U9X7W7,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
