uidA,uidB,method,Host_organism_taxid,numParticipants
P49407,Q96GQ7,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9BSI4,Q9UBB6,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
Q9BSI4,Q9UBB6,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
A0A024R5Y2,A0A024RD80,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
Q13464,Q7Z6J6,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13464,Q7Z6J6,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13464,Q7Z6J6,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13464,Q7Z6J6,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O00291,Q15149,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
P29692,A0A024RBN1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q99460,O75832,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q99PE9,Q15797,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q99PE9,Q15797,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9P0L0,O43306,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q16778,O15117,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
P29274,A1LPW7,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9BSI4,Q96MW1,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
Q9BSI4,Q96MW1,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
Q9NQC3-2,A0A024R3D7,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P62750,Q09666,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q9UKL0,Q7Z4H7,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
A0A024R1T1,A0A024QZQ1,"psi-mi:""MI:0428""(imaging technique)",taxid:9606(Homo sapiens),2
A0A024R1T1,A0A024QZQ1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R1T1,A0A024QZQ1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R1T1,A0A024QZQ1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R1T1,A0A024QZQ1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R1T1,A0A024QZQ1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R1T1,A0A024QZQ1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R1T1,A0A024QZQ1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P0C1C7,O43660,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
Q96AA3,A0A024R882,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P37268,A0A384MTR5,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P37268,A0A384MTR5,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9P1Y5,Q8C1B1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9P1Y5,Q8C1B1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
D3YJ43,P51531,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
D3YJ43,P51531,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
D3YJ43,P51531,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
D3YJ43,P51531,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9ULD6,O75161,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q99558,A0A024RBK3,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
A0A0S2Z489,A0A024QYX5,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
D9IAI1,A0A024RD18,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
D9IAI1,A0A024RD18,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q0VGT2,Q9UMX1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q0VGT2,Q9UMX1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P01023,P22301,"psi-mi:""MI:0813""(proximity ligation assay)",taxid:9606(Homo sapiens),2
Q9Y5K5,Q16186,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9Y5K5,Q16186,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9Y5K5,Q16186,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9Y5K5,Q16186,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9Y5K5,Q16186,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9Y5K5,Q16186,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9Y5K5,Q16186,"psi-mi:""MI:0029""(cosedimentation through density gradient)",taxid:9606(Homo sapiens),2
Q9Y5K5,Q16186,"psi-mi:""MI:0029""(cosedimentation through density gradient)",taxid:9606(Homo sapiens),2
Q9Y5K5,Q16186,"psi-mi:""MI:0428""(imaging technique)",taxid:9606(Homo sapiens),2
Q9Y5K5,Q16186,"psi-mi:""MI:0428""(imaging technique)",taxid:9606(Homo sapiens),2
Q92621,P04618,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q92621,P04618,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q92621,P04618,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q92621,P04618,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q14257,Q13077,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
Q9H269,Q86VS8,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q00653,Q00610,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
P56537,Q13347,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P10275,A0A384NPQ2,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P10275,A0A384NPQ2,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A0S2Z4A5,A0A024RBN1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P46109,P09619,"psi-mi:""MI:0813""(proximity ligation assay)",taxid:9606(Homo sapiens),2
Q96GD4,A0A024R597,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96GD4,A0A024R597,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96GD4,A0A024R597,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96GD4,A0A024R597,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96GD4,A0A024R597,"psi-mi:""MI:0071""(molecular sieving)",taxid:9606(Homo sapiens),2
Q96GD4,A0A024R597,"psi-mi:""MI:0071""(molecular sieving)",taxid:9606(Homo sapiens),2
Q03933,B1AHB0,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
Q8IX01,A0A024R8E5,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
P27467,P43652,"psi-mi:""MI:0071""(molecular sieving)",taxid:9606(Homo sapiens),2
P27467,P43652,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9UKF2,P07910,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q04759,Q06187,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q04759,Q06187,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
A0A024R7Q5,Q6PK50,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
Q15773,Q15047,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
P20794,P20930,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
D0PNI1,Q8NFH8,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
D0PNI1,Q8NFH8,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96G01,Q14203,"psi-mi:""MI:0428""(imaging technique)",taxid:9606(Homo sapiens),2
A0A024RDZ2,P30260,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
A0A140VK49,A0A140VJY2,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
A3KN83,Q14566,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P12004,Q96AG4,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
Q9ULJ3,Q3MII6,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q9BQK8,Q5VZ89,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q15631,A0A384MTS3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024RD80,A0A024R653,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
P43034,Q8N157,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q13219,Q15149,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q96A65,A1LT29,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q96G01,Q14203,"psi-mi:""MI:0428""(imaging technique)",taxid:9606(Homo sapiens),2
O60516,P15927,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O60516,P15927,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O60516,P15927,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O60516,P15927,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P31947,Q99959,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
P31947,Q99959,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
P54132,Q13472,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q07021,A0A024RA66,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q07021,A0A024RA66,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q07021,A0A024RA66,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96K83,A0A384P5T6,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q15714,P36776,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P17812,Q96BK5,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024RB12,Q96QF0,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
B1AXD8,Q9BYH8,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q6GQQ9,Q8IVM0,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q6GQQ9,Q8IVM0,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q6GQQ9,Q8IVM0,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
Q9Y4K3,E5KNY5,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P10276,P59598,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P10276,P59598,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A384NPU5,A0A024R052,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P41595,Q96S55,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
Q08211,Q6PIU1,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
P62136,Q2L6I0,"psi-mi:""MI:0019""(coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q01844,Q9NS23-2,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9UKV8,A0A024RBD8,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
B0LPE5,O43524,"psi-mi:""MI:0400""(affinity technology)",taxid:9606(Homo sapiens),2
B0LPE5,O43524,"psi-mi:""MI:0813""(proximity ligation assay)",taxid:9606(Homo sapiens),2
P27958,Q13625,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
P27958,Q13625,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q09666,P60903,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
P60709,Q96AP0,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
O75420,Q08AD1,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q6NXE6,Q15008,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q92830,Q01094,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P04406,Q99759,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
P25490,Q96PU4,"psi-mi:""MI:0678""(antibody array)",taxid:9606(Homo sapiens),2
P35637,Q15853,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P35368,P35348,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A140VK57,A0A024R7I7,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9Y4K3,A0A024RDB5,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O75716,A0A024R2Y6,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A8K401,Q99623,"psi-mi:""MI:0364""(inferred by curator)",taxid:9606(Homo sapiens),2
A8K401,Q99623,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A8K401,Q99623,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A8K401,Q99623,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
A0A024RBB7,A0A024RCC9,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
Q9H270,P35226,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q5JRX3,A0A024R0V4,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
A0A090N7W4,A0A0S2Z456,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
O14654,Q96BE0,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
P19338,Q9NRM1,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
O14746,Q96BK5,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9HCJ0,A0A024R9C1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9HCJ0,A0A024R9C1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9HCJ0,A0A024R9C1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9HCJ0,A0A024R9C1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9HCJ0,A0A024R9C1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9HCJ0,A0A024R9C1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9HCJ0,A0A024R9C1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9HCJ0,A0A024R9C1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9HCJ0,A0A024R9C1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9HCJ0,A0A024R9C1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9HCJ0,A0A024R9C1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9HCJ0,A0A024R9C1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q99496,Q9BSM1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q16695,Q8IVF4,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
P03951,P03951,"psi-mi:""MI:0364""(inferred by curator)",taxid:9606(Homo sapiens),2
Q9UKM9,Q8N5G2,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q53HY9,Q6PK50,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
Q9UGI8-2,Q6P589,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8N1G4,Q13868,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P49901,Q9BQ66,"psi-mi:""MI:0231""(mammalian protein protein interaction trap)",taxid:9606(Homo sapiens),2
A8K5I0,P29846,"psi-mi:""MI:0813""(proximity ligation assay)",taxid:9606(Homo sapiens),2
A8K5I0,P29846,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A8K5I0,P29846,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A8K5I0,P29846,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A8K5I0,P29846,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A8K5I0,P29846,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A8K5I0,P29846,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A8K5I0,P29846,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9Y597,B9A6J6,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q6ZMK1,P61086,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
B2R4R0,Q99759,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
Q9H204,A0A024R8B7,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9H4Z3,O15379,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9H4Z3,O15379,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q00653,Q8NFZ5,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
Q14807,A3R0T8,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
P35561,P31946,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P35561,P31946,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R8H5,A0A0S2Z4Z8,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R2F2,P23508,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9Y221,P29074,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
A0A024R5V3,Q9Y266,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
O43524,A0A024R2Q3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q01196,Q15723,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13137,E9PAJ1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P07948-2,A0A0S2Z4A5,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A8E1H1,Q9Y572,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A8E1H1,Q9Y572,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q7Z3Y8,Q5XKE5,"psi-mi:""MI:0090""(protein complementation assay)|psi-mi:""MI:0228""(cytoplasmic complementation assay)|psi-mi:""MI:0230""(membrane bound complementation assay)",taxid:9606(Homo sapiens),2
A0A024RCQ6,P62879,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
O75912,A0A024R2F2,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q53GG5,P12004,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
Q96JH7,Q96KN8,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13428,Q8WTT2,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
A0A024R739,O43566,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
A0A024R739,Q8WXG6,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
A0A024R739,Q8WXG6,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
D3DU92,A0A024R6H0,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q99608,Q13263,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
Q53FC7,Q5T853,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
O00422,Q8N1F7,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R5Z3,P36801,"psi-mi:""MI:1203""(split luciferase complementation)",taxid:9606(Homo sapiens),2
P43355,Q8N6I1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
K7PML8,Q00839,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A1U9XBC1,P08393,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
A0A1U9XBC1,P08393,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
B0LPF3,P23508,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O14746,A0A024R7L8,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O14746,A0A024R7L8,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O14746,A0A024R7L8,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O14746,A0A024R7L8,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O14746,A0A024R7L8,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024QZF1,P55735,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
P61088,Q14527,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P61088,Q14527,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8IVT5,Q9Y597,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P41250,O00429,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
P55055,O00255,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O60269,P31947,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
